"Status","Year","Profession_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Corporate Finance","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Asian","Heterosexual / straight","110","110","26370","25110"
"New entrant CS","2022","Counter Fraud","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","60","60","26350","27570"
"New entrant CS","2022","Counter Fraud","White","Heterosexual / straight","400","390","26030","27570"
"New entrant CS","2022","Counter Fraud","White","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Heterosexual / straight","250","250","39390","36050"
"New entrant CS","2022","Digital, Data and Technology","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Heterosexual / straight","130","120","36520","33700"
"New entrant CS","2022","Digital, Data and Technology","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Undeclared","50","50","39360","36560"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Undeclared","70","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Unknown","700","690","39320","35050"
"New entrant CS","2022","Digital, Data and Technology","White","Heterosexual / straight","1150","1140","38450","35900"
"New entrant CS","2022","Digital, Data and Technology","White","LGBO","150","150","36080","33000"
"New entrant CS","2022","Digital, Data and Technology","White","Undeclared","90","80","35790","33080"
"New entrant CS","2022","Digital, Data and Technology","White","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Economics","Asian","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Economics","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Unknown","80","80","32850","32390"
"New entrant CS","2022","Economics","White","Heterosexual / straight","180","170","35860","31210"
"New entrant CS","2022","Economics","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Heterosexual / straight","110","110","33870","31060"
"New entrant CS","2022","Finance","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Undeclared","90","40","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","250","250","35460","33000"
"New entrant CS","2022","Finance","White","Heterosexual / straight","540","530","34810","33000"
"New entrant CS","2022","Finance","White","LGBO","50","50","36180","31570"
"New entrant CS","2022","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Geography","White","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Geography","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Asian","Heterosexual / straight","70","70","31650","28840"
"New entrant CS","2022","Human Resources","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Black","Heterosexual / straight","50","50","31060","28110"
"New entrant CS","2022","Human Resources","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Undeclared","50","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","210","210","36060","29180"
"New entrant CS","2022","Human Resources","White","Heterosexual / straight","540","510","33470","30450"
"New entrant CS","2022","Human Resources","White","LGBO","70","70","33520","27270"
"New entrant CS","2022","Human Resources","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","White","Heterosexual / straight","130","130","59970","51360"
"New entrant CS","2022","Inspector of Education and Training","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Unknown","80","80","29050","28680"
"New entrant CS","2022","Intelligence Analysis","White","Heterosexual / straight","80","80","29720","28700"
"New entrant CS","2022","Intelligence Analysis","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Unknown","60","60","[c]","[c]"
"New entrant CS","2022","International Trade","White","Heterosexual / straight","80","80","38550","31800"
"New entrant CS","2022","International Trade","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Heterosexual / straight","120","110","30830","29180"
"New entrant CS","2022","Knowledge and Information Management","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Heterosexual / straight","120","120","44360","48080"
"New entrant CS","2022","Legal","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Unknown","150","140","36010","32210"
"New entrant CS","2022","Legal","White","Heterosexual / straight","490","470","43600","42630"
"New entrant CS","2022","Legal","White","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Legal","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Unknown","100","80","44060","35630"
"New entrant CS","2022","Medicine","White","Heterosexual / straight","170","140","52160","40060"
"New entrant CS","2022","Medicine","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Heterosexual / straight","2360","2270","26430","26470"
"New entrant CS","2022","Operational Delivery","Asian","LGBO","50","50","25740","24920"
"New entrant CS","2022","Operational Delivery","Asian","Undeclared","100","90","26270","23930"
"New entrant CS","2022","Operational Delivery","Asian","Unknown","80","80","25940","22510"
"New entrant CS","2022","Operational Delivery","Black","Heterosexual / straight","1470","1420","28100","27570"
"New entrant CS","2022","Operational Delivery","Black","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Undeclared","50","50","29870","30760"
"New entrant CS","2022","Operational Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Heterosexual / straight","680","660","27210","26130"
"New entrant CS","2022","Operational Delivery","Mixed","LGBO","100","90","26500","24470"
"New entrant CS","2022","Operational Delivery","Mixed","Undeclared","50","50","27210","25010"
"New entrant CS","2022","Operational Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Heterosexual / straight","190","180","27820","27570"
"New entrant CS","2022","Operational Delivery","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","Heterosexual / straight","170","160","26350","24800"
"New entrant CS","2022","Operational Delivery","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","Undeclared","310","300","30030","27570"
"New entrant CS","2022","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Heterosexual / straight","160","160","26590","25060"
"New entrant CS","2022","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Undeclared","90","60","36920","28970"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","11650","11010","25800","23720"
"New entrant CS","2022","Operational Delivery","White","Heterosexual / straight","16130","15510","26220","23720"
"New entrant CS","2022","Operational Delivery","White","LGBO","1920","1880","25660","23170"
"New entrant CS","2022","Operational Delivery","White","Undeclared","800","760","26810","24090"
"New entrant CS","2022","Operational Delivery","White","Unknown","330","310","27210","23490"
"New entrant CS","2022","Operational Research","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Operational Research","White","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Operational Research","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Asian","Heterosexual / straight","160","160","27490","25750"
"New entrant CS","2022","Other","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Black","Heterosexual / straight","80","80","27360","25750"
"New entrant CS","2022","Other","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Mixed","Heterosexual / straight","60","50","27540","25110"
"New entrant CS","2022","Other","Mixed","LGBO","[c]","[c]","[c]","[c]"
