"Status","Year","Disability","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Human Resources","White","90","80","33220","28840"
"New entrant CS","2021","Unknown","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Unknown","80","80","43420","45740"
"New entrant CS","2021","Unknown","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Unknown","210","210","38060","30850"
"New entrant CS","2021","Unknown","Legal","White","240","230","45730","48080"
"New entrant CS","2021","Unknown","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Unknown","80","70","46990","37890"
"New entrant CS","2021","Unknown","Medicine","White","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Asian","160","160","25820","24230"
"New entrant CS","2021","Unknown","Operational Delivery","Black","70","60","26530","24880"
"New entrant CS","2021","Unknown","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Mixed","70","70","29150","26890"
"New entrant CS","2021","Unknown","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Undeclared","60","60","30030","27660"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","5710","5510","23890","22350"
"New entrant CS","2021","Unknown","Operational Delivery","White","1640","1610","28430","24880"
"New entrant CS","2021","Unknown","Operational Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Unknown","390","380","30180","28530"
"New entrant CS","2021","Unknown","Other","White","130","120","28590","25630"
"New entrant CS","2021","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Asian","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Black","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Unknown","1060","1040","39080","33570"
"New entrant CS","2021","Unknown","Policy","White","310","310","37840","33570"
"New entrant CS","2021","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","230","220","37840","35050"
"New entrant CS","2021","Unknown","Project Delivery","White","90","90","36650","34710"
"New entrant CS","2021","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","110","110","34120","27880"
"New entrant CS","2021","Unknown","Property","White","50","50","36950","34750"
"New entrant CS","2021","Unknown","Psychology","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Unknown","140","140","27880","21550"
"New entrant CS","2021","Unknown","Science and Engineering","White","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","230","230","29180","25540"
"New entrant CS","2021","Unknown","Security","White","60","60","28950","25540"
"New entrant CS","2021","Unknown","Social Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","White","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Unknown","90","90","32220","30700"
"New entrant CS","2021","Unknown","Statistics","White","50","50","33990","32540"
"New entrant CS","2021","Unknown","Tax","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Unknown","2080","2030","22280","20140"
"New entrant CS","2021","Unknown","Tax","White","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Black","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4190","4100","32930","28000"
"New entrant CS","2021","Unknown","Unknown","White","180","170","32920","27570"
"New entrant CS","2021","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinarian","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","White","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","White","70","60","26040","24800"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","White","140","130","36990","33080"
"New entrant CS","2022","Declared disabled","Economics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","White","50","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","White","70","70","32630","30130"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","White","50","50","42450","41420"
"New entrant CS","2022","Declared disabled","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","Asian","180","170","27140","27570"
"New entrant CS","2022","Declared disabled","Operational Delivery","Black","210","200","29680","28310"
"New entrant CS","2022","Declared disabled","Operational Delivery","Mixed","120","120","27490","26020"
"New entrant CS","2022","Declared disabled","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","Undeclared","60","50","28750","27570"
"New entrant CS","2022","Declared disabled","Operational Delivery","Unknown","80","70","27800","24880"
"New entrant CS","2022","Declared disabled","Operational Delivery","White","2400","2290","26480","24270"
"New entrant CS","2022","Declared disabled","Operational Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","White","160","150","26030","21260"
"New entrant CS","2022","Declared disabled","Planning","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","White","240","240","36100","32790"
"New entrant CS","2022","Declared disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","White","60","60","33360","33000"
"New entrant CS","2022","Declared disabled","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","White","100","100","30650","28590"
"New entrant CS","2022","Declared disabled","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","White","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","White","120","110","27990","26590"
"New entrant CS","2022","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","White","390","380","30090","27230"
"New entrant CS","2022","Declared disabled","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
