"Status","Year","Sexual_orientation","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","Female","Competition and Markets Authority","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Department for Business, Energy and Industrial Strategy","350","340","33660","33570"
"New entrant CS","2021","Heterosexual / straight","Female","Department for Digital, Culture, Media and Sport","150","150","36740","34020"
"New entrant CS","2021","Heterosexual / straight","Female","Department for Education","240","230","35500","32870"
"New entrant CS","2021","Heterosexual / straight","Female","Department for Environment, Food and Rural Affairs","570","560","31640","29180"
"New entrant CS","2021","Heterosexual / straight","Female","Department for International Trade","110","110","35840","31800"
"New entrant CS","2021","Heterosexual / straight","Female","Department for Transport","330","310","30400","29130"
"New entrant CS","2021","Heterosexual / straight","Female","Department for Work and Pensions","7900","7670","26790","27570"
"New entrant CS","2021","Heterosexual / straight","Female","Department of Health and Social Care","1370","1210","34020","31370"
"New entrant CS","2021","Heterosexual / straight","Female","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","HM Land Registry","190","180","25840","22350"
"New entrant CS","2021","Heterosexual / straight","Female","HM Revenue and Customs","800","770","25490","20880"
"New entrant CS","2021","Heterosexual / straight","Female","HM Treasury","170","170","33400","28500"
"New entrant CS","2021","Heterosexual / straight","Female","Home Office","260","260","32380","28650"
"New entrant CS","2021","Heterosexual / straight","Female","Ministry of Defence","1340","1270","28810","25390"
"New entrant CS","2021","Heterosexual / straight","Female","Ministry of Housing, Communities and Local Government","160","150","36010","32780"
"New entrant CS","2021","Heterosexual / straight","Female","Ministry of Justice","2640","2540","24070","22850"
"New entrant CS","2021","Heterosexual / straight","Female","National Crime Agency","420","420","32630","32260"
"New entrant CS","2021","Heterosexual / straight","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Office for Standards in Education","90","90","48410","46360"
"New entrant CS","2021","Heterosexual / straight","Female","Office of Gas and Electricity Markets","100","100","32950","25750"
"New entrant CS","2021","Heterosexual / straight","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Other Cabinet Office Agencies","70","70","38250","34800"
"New entrant CS","2021","Heterosexual / straight","Female","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Scottish Government","500","480","29550","26160"
"New entrant CS","2021","Heterosexual / straight","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","UK Export Finance","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","United Kingdom Statistics Authority","370","350","31540","29540"
"New entrant CS","2021","Heterosexual / straight","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Welsh Government","100","90","28470","23600"
"New entrant CS","2021","Heterosexual / straight","Male","Attorney General's Departments","260","250","39140","39880"
"New entrant CS","2021","Heterosexual / straight","Male","Cabinet Office","240","240","41740","34550"
"New entrant CS","2021","Heterosexual / straight","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Department for Business, Energy and Industrial Strategy","310","310","38220","33570"
"New entrant CS","2021","Heterosexual / straight","Male","Department for Digital, Culture, Media and Sport","120","120","40680","34020"
"New entrant CS","2021","Heterosexual / straight","Male","Department for Education","170","170","37070","36500"
"New entrant CS","2021","Heterosexual / straight","Male","Department for Environment, Food and Rural Affairs","420","420","34590","31460"
"New entrant CS","2021","Heterosexual / straight","Male","Department for International Trade","100","100","34960","31800"
"New entrant CS","2021","Heterosexual / straight","Male","Department for Transport","380","370","34260","30730"
"New entrant CS","2021","Heterosexual / straight","Male","Department for Work and Pensions","5340","5310","26700","27570"
"New entrant CS","2021","Heterosexual / straight","Male","Department of Health and Social Care","540","500","38860","32790"
"New entrant CS","2021","Heterosexual / straight","Male","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","HM Land Registry","130","130","27200","22350"
"New entrant CS","2021","Heterosexual / straight","Male","HM Revenue and Customs","760","750","26000","24500"
"New entrant CS","2021","Heterosexual / straight","Male","HM Treasury","150","150","33540","28500"
"New entrant CS","2021","Heterosexual / straight","Male","Home Office","350","350","32730","25630"
"New entrant CS","2021","Heterosexual / straight","Male","Ministry of Defence","1710","1700","31630","28000"
"New entrant CS","2021","Heterosexual / straight","Male","Ministry of Housing, Communities and Local Government","140","140","38560","33210"
"New entrant CS","2021","Heterosexual / straight","Male","Ministry of Justice","1950","1920","25760","22850"
"New entrant CS","2021","Heterosexual / straight","Male","National Crime Agency","380","380","36000","34140"
"New entrant CS","2021","Heterosexual / straight","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Office for Standards in Education","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Office of Gas and Electricity Markets","120","120","36060","29980"
"New entrant CS","2021","Heterosexual / straight","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Other Cabinet Office Agencies","90","90","38760","34800"
"New entrant CS","2021","Heterosexual / straight","Male","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Scottish Government","290","290","30090","26160"
"New entrant CS","2021","Heterosexual / straight","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","UK Export Finance","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","United Kingdom Statistics Authority","250","240","32400","29540"
"New entrant CS","2021","Heterosexual / straight","Male","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Welsh Government","50","50","28210","25030"
"New entrant CS","2021","Heterosexual / straight","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Department for Business, Energy and Industrial Strategy","60","60","32710","33570"
"New entrant CS","2021","LGBO","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Department for Environment, Food and Rural Affairs","70","70","32820","29000"
"New entrant CS","2021","LGBO","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Department for Work and Pensions","670","660","26600","27570"
"New entrant CS","2021","LGBO","Female","Department of Health and Social Care","90","90","32060","28970"
"New entrant CS","2021","LGBO","Female","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","HM Revenue and Customs","70","70","26230","24120"
"New entrant CS","2021","LGBO","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Ministry of Defence","100","100","27300","26350"
"New entrant CS","2021","LGBO","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Ministry of Justice","300","300","23550","22850"
"New entrant CS","2021","LGBO","Female","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Scottish Government","50","50","29920","27140"
"New entrant CS","2021","LGBO","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Cabinet Office","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Department for Business, Energy and Industrial Strategy","50","50","33640","33570"
"New entrant CS","2021","LGBO","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Department for Environment, Food and Rural Affairs","50","50","33220","29180"
"New entrant CS","2021","LGBO","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Department for Work and Pensions","700","700","26290","27570"
"New entrant CS","2021","LGBO","Male","Department of Health and Social Care","70","60","35610","32330"
"New entrant CS","2021","LGBO","Male","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","HM Revenue and Customs","110","110","24200","20140"
"New entrant CS","2021","LGBO","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Home Office","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Ministry of Defence","80","80","26790","26350"
"New entrant CS","2021","LGBO","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Ministry of Justice","180","170","25120","22850"
"New entrant CS","2021","LGBO","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Scottish Government","50","50","29010","26160"
"New entrant CS","2021","LGBO","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Environment, Food and Rural Affairs","60","60","31410","29780"
"New entrant CS","2021","Undeclared","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Work and Pensions","450","430","27410","27570"
"New entrant CS","2021","Undeclared","Female","Department of Health and Social Care","240","200","34830","32330"
"New entrant CS","2021","Undeclared","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","HM Revenue and Customs","50","50","25720","20140"
"New entrant CS","2021","Undeclared","Female","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Ministry of Defence","70","70","28810","26350"
"New entrant CS","2021","Undeclared","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Ministry of Justice","150","140","25190","22850"
"New entrant CS","2021","Undeclared","Female","National Crime Agency","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Scottish Government","90","80","26240","20850"
"New entrant CS","2021","Undeclared","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Work and Pensions","330","320","26950","27570"
"New entrant CS","2021","Undeclared","Male","Department of Health and Social Care","100","80","42770","33110"
"New entrant CS","2021","Undeclared","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Ministry of Defence","110","110","32280","26930"
"New entrant CS","2021","Undeclared","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Ministry of Justice","90","90","28770","23920"
"New entrant CS","2021","Undeclared","Male","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Scottish Government","60","60","29070","23340"
"New entrant CS","2021","Undeclared","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Attorney General's Departments","100","100","30930","25480"
"New entrant CS","2021","Unknown","Female","Cabinet Office","580","580","37570","28000"
"New entrant CS","2021","Unknown","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Department for Business, Energy and Industrial Strategy","330","320","29140","24250"
"New entrant CS","2021","Unknown","Female","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Department for Education","180","170","34510","29360"
"New entrant CS","2021","Unknown","Female","Department for Environment, Food and Rural Affairs","220","220","31340","29180"
"New entrant CS","2021","Unknown","Female","Department for International Trade","80","80","30190","28000"
"New entrant CS","2021","Unknown","Female","Department for Transport","260","240","27840","21590"
"New entrant CS","2021","Unknown","Female","Department for Work and Pensions","1050","1010","27710","27570"
"New entrant CS","2021","Unknown","Female","Department of Health and Social Care","530","510","39290","32790"
"New entrant CS","2021","Unknown","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","HM Land Registry","180","170","26050","22350"
"New entrant CS","2021","Unknown","Female","HM Revenue and Customs","1810","1750","23770","20140"
"New entrant CS","2021","Unknown","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Home Office","670","660","31000","27370"
"New entrant CS","2021","Unknown","Female","Ministry of Defence","270","250","32050","26350"
"New entrant CS","2021","Unknown","Female","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Ministry of Justice","1980","1900","23800","22680"
"New entrant CS","2021","Unknown","Female","National Crime Agency","60","60","36370","32770"
"New entrant CS","2021","Unknown","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Scottish Government","550","520","32030","27150"
"New entrant CS","2021","Unknown","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","United Kingdom Statistics Authority","130","130","30410","29540"
"New entrant CS","2021","Unknown","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Attorney General's Departments","60","50","34440","26970"
"New entrant CS","2021","Unknown","Male","Cabinet Office","460","460","44880","28000"
"New entrant CS","2021","Unknown","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Department for Business, Energy and Industrial Strategy","330","330","30960","27680"
"New entrant CS","2021","Unknown","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Department for Education","110","110","39080","36500"
"New entrant CS","2021","Unknown","Male","Department for Environment, Food and Rural Affairs","170","170","34370","29270"
"New entrant CS","2021","Unknown","Male","Department for International Trade","70","70","35980","31800"
"New entrant CS","2021","Unknown","Male","Department for Transport","310","310","31490","26590"
"New entrant CS","2021","Unknown","Male","Department for Work and Pensions","730","730","27850","27570"
"New entrant CS","2021","Unknown","Male","Department of Health and Social Care","360","360","42830","32790"
"New entrant CS","2021","Unknown","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","HM Land Registry","150","150","26490","22350"
"New entrant CS","2021","Unknown","Male","HM Revenue and Customs","1760","1740","24680","20140"
"New entrant CS","2021","Unknown","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Home Office","780","770","31740","25630"
"New entrant CS","2021","Unknown","Male","Ministry of Defence","540","530","28930","25540"
"New entrant CS","2021","Unknown","Male","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Ministry of Justice","1500","1460","25380","22850"
"New entrant CS","2021","Unknown","Male","National Crime Agency","60","60","38870","36740"
"New entrant CS","2021","Unknown","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Scottish Government","470","470","30670","26160"
"New entrant CS","2021","Unknown","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","United Kingdom Statistics Authority","150","150","31090","29540"
"New entrant CS","2021","Unknown","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Attorney General's Departments","630","610","33960","26970"
"New entrant CS","2022","Heterosexual / straight","Female","Cabinet Office","430","420","36580","32000"
"New entrant CS","2022","Heterosexual / straight","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Competition and Markets Authority","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Department for Business, Energy and Industrial Strategy","500","480","33080","30770"
"New entrant CS","2022","Heterosexual / straight","Female","Department for Digital, Culture, Media and Sport","160","160","34430","34020"
"New entrant CS","2022","Heterosexual / straight","Female","Department for Education","450","440","33680","29360"
"New entrant CS","2022","Heterosexual / straight","Female","Department for Environment, Food and Rural Affairs","990","960","33090","30220"
"New entrant CS","2022","Heterosexual / straight","Female","Department for International Trade","120","120","35550","31800"
"New entrant CS","2022","Heterosexual / straight","Female","Department for Levelling Up, Housing and Communities","230","230","36180","33210"
"New entrant CS","2022","Heterosexual / straight","Female","Department for Transport","550","520","30240","26130"
"New entrant CS","2022","Heterosexual / straight","Female","Department for Work and Pensions","4540","4390","26100","27570"
"New entrant CS","2022","Heterosexual / straight","Female","Department of Health and Social Care","1240","1120","35480","32330"
"New entrant CS","2022","Heterosexual / straight","Female","Estyn","[c]","[c]","[c]","[c]"
