"Status","Year","Function_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Commercial","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO/HEO","Declared non-disabled","130","130","38340","37000"
"New entrant CS","2021","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO/HEO","Unknown","120","120","36090","36750"
"New entrant CS","2021","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Communications","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","EO","Declared non-disabled","260","250","25540","25560"
"New entrant CS","2021","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","EO","Unknown","480","470","25750","25560"
"New entrant CS","2021","Communications","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","G6/G7","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Communications","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","Declared non-disabled","180","170","34750","32560"
"New entrant CS","2021","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","Unknown","180","170","34740","31810"
"New entrant CS","2021","Counter Fraud","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Declared non-disabled","50","50","26260","25560"
"New entrant CS","2021","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Debt","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","AA/AO","Declared non-disabled","250","250","20390","20140"
"New entrant CS","2021","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","AA/AO","Unknown","660","640","20280","20140"
"New entrant CS","2021","Debt","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Unknown","60","60","21530","21040"
"New entrant CS","2021","Digital, Data & Technology","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","EO","Declared non-disabled","150","150","25840","25560"
"New entrant CS","2021","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","EO","Unknown","210","210","26870","26870"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Declared non-disabled","230","230","56850","54700"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Unknown","210","210","58080","55630"
"New entrant CS","2021","Digital, Data & Technology","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Declared non-disabled","370","370","36270","35900"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Unknown","420","420","36550","36500"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Declared non-disabled","50","50","20980","20920"
"New entrant CS","2021","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Finance","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Declared non-disabled","100","100","24840","25560"
"New entrant CS","2021","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Unknown","70","60","24860","25000"
"New entrant CS","2021","Finance","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Declared non-disabled","180","180","36750","36000"
"New entrant CS","2021","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Unknown","160","160","35340","32790"
"New entrant CS","2021","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Declared non-disabled","130","130","20790","20920"
"New entrant CS","2021","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Unknown","60","50","20660","20800"
"New entrant CS","2021","Human Resources","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Declared non-disabled","90","90","25620","26180"
"New entrant CS","2021","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Unknown","90","90","25820","26300"
"New entrant CS","2021","Human Resources","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Declared non-disabled","60","60","57720","55500"
"New entrant CS","2021","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Declared non-disabled","180","170","34150","34000"
"New entrant CS","2021","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Unknown","100","100","34130","32790"
"New entrant CS","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Unknown","350","350","20450","20120"
"New entrant CS","2021","Legal","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Declared non-disabled","80","80","27460","26950"
"New entrant CS","2021","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Unknown","110","110","26500","26950"
"New entrant CS","2021","Legal","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Declared non-disabled","140","130","55640","51320"
"New entrant CS","2021","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Unknown","270","260","52700","50520"
"New entrant CS","2021","Legal","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Declared non-disabled","170","170","34700","33550"
"New entrant CS","2021","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Unknown","190","190","35040","38000"
"New entrant CS","2021","No function","AA/AO","Declared disabled","460","450","21140","20600"
"New entrant CS","2021","No function","AA/AO","Declared non-disabled","4350","4230","21880","20880"
"New entrant CS","2021","No function","AA/AO","Undeclared","190","180","21310","20170"
"New entrant CS","2021","No function","AA/AO","Unknown","5080","4920","21520","20600"
"New entrant CS","2021","No function","EO","Declared disabled","200","190","26050","25560"
"New entrant CS","2021","No function","EO","Declared non-disabled","1400","1360","25880","25750"
"New entrant CS","2021","No function","EO","Undeclared","130","120","25770","26130"
"New entrant CS","2021","No function","EO","Unknown","1500","1480","27470","26410"
"New entrant CS","2021","No function","G6/G7","Declared disabled","60","60","55210","53380"
"New entrant CS","2021","No function","G6/G7","Declared non-disabled","610","590","57790","54110"
"New entrant CS","2021","No function","G6/G7","Undeclared","90","90","57770","55530"
"New entrant CS","2021","No function","G6/G7","Unknown","400","390","56120","53380"
"New entrant CS","2021","No function","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","SCS","Declared non-disabled","100","80","93850","87700"
"New entrant CS","2021","No function","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","SCS","Unknown","60","50","101480","89950"
"New entrant CS","2021","No function","SEO/HEO","Declared disabled","310","300","33630","32790"
"New entrant CS","2021","No function","SEO/HEO","Declared non-disabled","2440","2310","34530","33570"
"New entrant CS","2021","No function","SEO/HEO","Undeclared","320","300","34090","33090"
"New entrant CS","2021","No function","SEO/HEO","Unknown","2020","1990","33040","32560"
"New entrant CS","2021","No function","Unknown","Declared disabled","130","120","23450","22920"
"New entrant CS","2021","No function","Unknown","Declared non-disabled","870","810","23070","22920"
"New entrant CS","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","410","360","22480","22920"
"New entrant CS","2021","Project Delivery","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Declared non-disabled","250","240","24680","26180"
"New entrant CS","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Unknown","160","160","20980","21170"
"New entrant CS","2021","Project Delivery","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Declared non-disabled","160","160","56180","54500"
"New entrant CS","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Unknown","80","80","55560","53420"
"New entrant CS","2021","Project Delivery","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Declared disabled","50","50","34620","33000"
"New entrant CS","2021","Project Delivery","SEO/HEO","Declared non-disabled","610","610","35880","34710"
"New entrant CS","2021","Project Delivery","SEO/HEO","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Unknown","210","200","36790","37100"
"New entrant CS","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Declared non-disabled","110","110","39010","39000"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Declared non-disabled","130","130","20990","20880"
"New entrant CS","2021","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Unknown","110","110","21180","20880"
"New entrant CS","2021","Property","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Declared non-disabled","100","100","25840","26350"
"New entrant CS","2021","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Unknown","60","60","25020","24500"
"New entrant CS","2021","Property","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Declared non-disabled","180","170","34910","33300"
"New entrant CS","2021","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Unknown","50","50","34890","33530"
"New entrant CS","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Declared non-disabled","310","310","23710","20920"
"New entrant CS","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Unknown","270","270","25440","23540"
"New entrant CS","2021","Security","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Declared non-disabled","60","60","26990","24620"
"New entrant CS","2021","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Declared disabled","710","700","21260","21010"
"New entrant CS","2021","Unknown","AA/AO","Declared non-disabled","5120","5050","21500","21010"
"New entrant CS","2021","Unknown","AA/AO","Undeclared","250","250","21490","21010"
"New entrant CS","2021","Unknown","AA/AO","Unknown","1400","1360","21490","21010"
"New entrant CS","2021","Unknown","EO","Declared disabled","1420","1370","28370","27570"
"New entrant CS","2021","Unknown","EO","Declared non-disabled","8400","8220","28490","27570"
"New entrant CS","2021","Unknown","EO","Undeclared","440","430","28560","27570"
"New entrant CS","2021","Unknown","EO","Unknown","2260","2200","27820","27570"
"New entrant CS","2021","Unknown","G6/G7","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Declared non-disabled","310","290","59720","57000"
"New entrant CS","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","440","420","59360","57430"
"New entrant CS","2021","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Declared disabled","100","100","35180","35090"
"New entrant CS","2021","Unknown","SEO/HEO","Declared non-disabled","830","820","35620","35070"
"New entrant CS","2021","Unknown","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","880","860","36430","35310"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Declared non-disabled","140","140","21740","21260"
"New entrant CS","2022","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Declared non-disabled","150","150","26730","26250"
"New entrant CS","2022","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Unknown","100","90","26980","27270"
"New entrant CS","2022","Analysis","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Declared non-disabled","80","80","56350","53380"
"New entrant CS","2022","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Declared disabled","80","70","33150","33040"
"New entrant CS","2022","Analysis","SEO/HEO","Declared non-disabled","570","560","33790","33080"
"New entrant CS","2022","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Unknown","200","180","34480","33080"
"New entrant CS","2022","Commercial","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Declared non-disabled","110","110","26130","26350"
"New entrant CS","2022","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Unknown","80","80","25490","25520"
"New entrant CS","2022","Commercial","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Unknown","200","200","69200","70000"
"New entrant CS","2022","Commercial","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Declared non-disabled","210","200","35790","35000"
"New entrant CS","2022","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Unknown","190","140","35580","36500"
"New entrant CS","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Declared non-disabled","70","70","21350","21250"
"New entrant CS","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Unknown","80","80","21680","21250"
"New entrant CS","2022","Communications","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Declared non-disabled","410","400","26620","26590"
