"Status","Year","Responsibility_level","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","SCS","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","200","190","84510","72000"
"New entrant CS","2021","SEO/HEO","Commercial","Heterosexual / straight","150","150","36320","35900"
"New entrant CS","2021","SEO/HEO","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Unknown","80","80","37070","37420"
"New entrant CS","2021","SEO/HEO","Communications","Heterosexual / straight","110","110","36430","35230"
"New entrant CS","2021","SEO/HEO","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Unknown","60","60","36810","36660"
"New entrant CS","2021","SEO/HEO","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Heterosexual / straight","420","420","37360","36550"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Unknown","350","350","37060","36740"
"New entrant CS","2021","SEO/HEO","Economics","Heterosexual / straight","170","170","32920","32620"
"New entrant CS","2021","SEO/HEO","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","Unknown","100","90","34180","32790"
"New entrant CS","2021","SEO/HEO","Finance","Heterosexual / straight","190","190","37010","36740"
"New entrant CS","2021","SEO/HEO","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Unknown","120","120","35860","33000"
"New entrant CS","2021","SEO/HEO","Human Resources","Heterosexual / straight","170","170","34440","34010"
"New entrant CS","2021","SEO/HEO","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Unknown","60","60","34790","33060"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Heterosexual / straight","50","50","32930","31800"
"New entrant CS","2021","SEO/HEO","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Heterosexual / straight","60","60","35280","33000"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Heterosexual / straight","230","220","36310","38000"
"New entrant CS","2021","SEO/HEO","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Unknown","80","80","30880","30850"
"New entrant CS","2021","SEO/HEO","Medicine","Heterosexual / straight","80","70","37190","37890"
"New entrant CS","2021","SEO/HEO","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Heterosexual / straight","1280","1210","35470","35000"
"New entrant CS","2021","SEO/HEO","Operational Delivery","LGBO","120","110","34220","32540"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Undeclared","160","140","35160","33950"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Unknown","430","410","34250","32790"
"New entrant CS","2021","SEO/HEO","Operational Research","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Heterosexual / straight","210","210","34270","34000"
"New entrant CS","2021","SEO/HEO","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Unknown","120","120","35930","35050"
"New entrant CS","2021","SEO/HEO","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Policy","Heterosexual / straight","1070","1050","34110","33570"
"New entrant CS","2021","SEO/HEO","Policy","LGBO","170","160","33450","33570"
"New entrant CS","2021","SEO/HEO","Policy","Undeclared","150","150","33700","33390"
"New entrant CS","2021","SEO/HEO","Policy","Unknown","600","590","34800","33570"
"New entrant CS","2021","SEO/HEO","Project Delivery","Heterosexual / straight","430","430","36150","35060"
"New entrant CS","2021","SEO/HEO","Project Delivery","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Unknown","140","140","36080","35900"
"New entrant CS","2021","SEO/HEO","Property","Heterosexual / straight","160","160","34700","33300"
"New entrant CS","2021","SEO/HEO","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Heterosexual / straight","450","400","34920","33300"
"New entrant CS","2021","SEO/HEO","Science and Engineering","LGBO","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Undeclared","60","50","35750","36330"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Unknown","60","60","34220","33000"
"New entrant CS","2021","SEO/HEO","Security","Heterosexual / straight","60","50","35370","34710"
"New entrant CS","2021","SEO/HEO","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Heterosexual / straight","130","120","33460","32540"
"New entrant CS","2021","SEO/HEO","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Heterosexual / straight","130","130","34150","32540"
"New entrant CS","2021","SEO/HEO","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Unknown","50","50","33850","32540"
"New entrant CS","2021","SEO/HEO","Tax","Heterosexual / straight","100","100","32300","31810"
"New entrant CS","2021","SEO/HEO","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","Unknown","150","150","32910","31810"
"New entrant CS","2021","SEO/HEO","Unknown","Heterosexual / straight","790","780","35370","35000"
"New entrant CS","2021","SEO/HEO","Unknown","LGBO","100","100","33780","32390"
"New entrant CS","2021","SEO/HEO","Unknown","Undeclared","60","60","35260","34550"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","1040","1030","31400","28000"
"New entrant CS","2021","SEO/HEO","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Heterosexual / straight","940","870","23240","22920"
"New entrant CS","2021","Unknown","Operational Delivery","LGBO","80","80","22920","22920"
"New entrant CS","2021","Unknown","Operational Delivery","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","390","340","22450","22920"
"New entrant CS","2021","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Heterosexual / straight","50","50","35980","33000"
"New entrant CS","2021","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Heterosexual / straight","250","240","22680","21260"
"New entrant CS","2022","AA/AO","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Heterosexual / straight","130","130","20530","21170"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","Heterosexual / straight","50","50","21350","19860"
"New entrant CS","2022","AA/AO","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Heterosexual / straight","80","80","21170","21250"
"New entrant CS","2022","AA/AO","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Heterosexual / straight","160","150","21460","21170"
"New entrant CS","2022","AA/AO","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Unknown","50","50","21410","21170"
"New entrant CS","2022","AA/AO","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Heterosexual / straight","9720","9430","22160","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","LGBO","1090","1070","22040","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","Undeclared","560","540","21950","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","Unknown","6100","5910","22130","21300"
"New entrant CS","2022","AA/AO","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Heterosexual / straight","770","750","21150","21260"
"New entrant CS","2022","AA/AO","Other","LGBO","80","80","21250","21260"
"New entrant CS","2022","AA/AO","Other","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Unknown","230","220","21340","21170"
"New entrant CS","2022","AA/AO","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Heterosexual / straight","90","90","21890","21300"
"New entrant CS","2022","AA/AO","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Heterosexual / straight","50","50","21750","21260"
"New entrant CS","2022","AA/AO","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Heterosexual / straight","130","120","21360","21170"
"New entrant CS","2022","AA/AO","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Unknown","80","80","19520","18330"
"New entrant CS","2022","AA/AO","Security","Heterosexual / straight","240","240","25070","24540"
"New entrant CS","2022","AA/AO","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","Unknown","220","220","24930","23540"
"New entrant CS","2022","AA/AO","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Tax","Heterosexual / straight","400","380","21250","21250"
"New entrant CS","2022","AA/AO","Tax","LGBO","60","50","21250","21250"
"New entrant CS","2022","AA/AO","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Tax","Unknown","270","260","21250","21250"
"New entrant CS","2022","AA/AO","Unknown","Heterosexual / straight","920","900","21950","21250"
"New entrant CS","2022","AA/AO","Unknown","LGBO","120","120","21740","21050"
"New entrant CS","2022","AA/AO","Unknown","Undeclared","60","60","21930","21260"
"New entrant CS","2022","AA/AO","Unknown","Unknown","1300","1240","21770","21250"
"New entrant CS","2022","AA/AO","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Heterosexual / straight","160","150","25290","25520"
"New entrant CS","2022","EO","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Unknown","60","60","25820","26350"
"New entrant CS","2022","EO","Communications","Heterosexual / straight","60","50","26850","27120"
"New entrant CS","2022","EO","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Undeclared","50","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Heterosexual / straight","290","280","27850","27570"
"New entrant CS","2022","EO","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Heterosexual / straight","320","320","26550","26350"
"New entrant CS","2022","EO","Digital, Data and Technology","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Unknown","190","190","27090","27130"
"New entrant CS","2022","EO","Economics","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","EO","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Heterosexual / straight","210","200","25360","25540"
"New entrant CS","2022","EO","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Undeclared","50","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Unknown","70","70","24450","25120"
"New entrant CS","2022","EO","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Heterosexual / straight","180","170","26100","26350"
"New entrant CS","2022","EO","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Undeclared","50","30","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Unknown","70","60","25250","26250"
"New entrant CS","2022","EO","Intelligence Analysis","Heterosexual / straight","60","60","27430","26590"
"New entrant CS","2022","EO","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","Unknown","60","60","27250","26590"
"New entrant CS","2022","EO","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
