"Status","Year","Profession_of_post","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Medicine","SCS","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Angus and Dundee City","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Barnet","130","90","23260","23780"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Birmingham","170","160","20540","20390"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Bristol, City of","70","60","20730","20210"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Cambridgeshire CC","50","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Durham","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Glasgow City","60","60","21220","21260"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Lambeth","40","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Leeds","60","50","20680","20970"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Liverpool","80","80","21180","21580"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Manchester","100","100","20430","19880"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Nottingham","60","60","20540","20970"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Oxfordshire CC","40","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Tyneside","120","110","21060","21260"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Unknown","60","50","21250","21840"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Westminster","50","50","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Wiltshire","60","60","20250","19880"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Angus and Dundee City","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Barnet","120","100","27380","26880"
"Leaver Dept.","2022","Operational Delivery","EO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Birmingham","170","160","25820","25990"
"Leaver Dept.","2022","Operational Delivery","EO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Bristol, City of","40","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Cardiff and Vale of Glamorgan","60","60","26800","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","City of Edinburgh","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Croydon","60","50","29510","28920"
"Leaver Dept.","2022","Operational Delivery","EO","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Glasgow City","130","130","26730","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Hackney and Newham","50","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Harrow and Hillingdon","30","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Lambeth","150","140","27450","26880"
"Leaver Dept.","2022","Operational Delivery","EO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Leeds","120","120","26100","27270"
"Leaver Dept.","2022","Operational Delivery","EO","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Lewisham and Southwark","30","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Liverpool","130","120","25450","25040"
"Leaver Dept.","2022","Operational Delivery","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Manchester","110","110","25770","25410"
"Leaver Dept.","2022","Operational Delivery","EO","Medway","[c]","[c]","[c]","[c]"
