"Status","Year","Profession_of_post","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Internal Audit","Internal Audit","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","No function","Declared non-disabled","70","70","35400","31800"
"New entrant CS","2021","International Trade","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","No function","Unknown","60","60","31020","31800"
"New entrant CS","2021","Knowledge and Information Management","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Counter Fraud","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Declared non-disabled","330","320","42660","43920"
"New entrant CS","2021","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Unknown","500","480","43610","48080"
"New entrant CS","2021","Legal","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","No function","Declared non-disabled","60","50","75430","82100"
"New entrant CS","2021","Medicine","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Declared non-disabled","180","150","41870","34440"
"New entrant CS","2021","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Unknown","110","90","47410","37890"
"New entrant CS","2021","Operational Delivery","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Analysis","Unknown","50","50","30170","29540"
"New entrant CS","2021","Operational Delivery","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Commercial","Declared non-disabled","60","60","45910","44080"
"New entrant CS","2021","Operational Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Communications","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Debt","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Debt","Unknown","80","80","21060","20140"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Grants Management","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Human Resources","Declared non-disabled","60","50","28990","26210"
"New entrant CS","2021","Operational Delivery","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Legal","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Legal","Unknown","420","410","21970","20140"
"New entrant CS","2021","Operational Delivery","No function","Declared disabled","720","690","24620","22850"
"New entrant CS","2021","Operational Delivery","No function","Declared non-disabled","6250","5960","25660","22920"
"New entrant CS","2021","Operational Delivery","No function","Undeclared","400","370","29120","25230"
"New entrant CS","2021","Operational Delivery","No function","Unknown","6010","5810","25140","22680"
"New entrant CS","2021","Operational Delivery","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Project Delivery","Declared non-disabled","80","80","34850","32870"
"New entrant CS","2021","Operational Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Project Delivery","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Property","Declared non-disabled","80","80","25020","20880"
"New entrant CS","2021","Operational Delivery","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Property","Unknown","70","70","22450","20880"
"New entrant CS","2021","Operational Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Declared non-disabled","300","290","24640","24880"
"New entrant CS","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","960","940","25330","24880"
"New entrant CS","2021","Operational Research","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Analysis","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Operational Research","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Legal","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Other","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","No function","Declared non-disabled","240","240","32030","25750"
"New entrant CS","2021","Other","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","No function","Unknown","70","70","31510","26410"
"New entrant CS","2021","Other","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Project Delivery","Declared non-disabled","100","100","28440","25000"
"New entrant CS","2021","Other","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Project Delivery","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Other","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Declared disabled","70","70","23970","20920"
"New entrant CS","2021","Other","Unknown","Declared non-disabled","650","640","25240","20920"
"New entrant CS","2021","Other","Unknown","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Unknown","390","390","30470","28650"
"New entrant CS","2021","Planning","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","No function","Declared disabled","210","210","35010","32790"
"New entrant CS","2021","Policy","No function","Declared non-disabled","1300","1280","36720","33570"
"New entrant CS","2021","Policy","No function","Undeclared","190","190","36920","33570"
"New entrant CS","2021","Policy","No function","Unknown","1220","1200","38130","32940"
"New entrant CS","2021","Policy","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Declared non-disabled","70","70","34340","32790"
"New entrant CS","2021","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Unknown","230","220","41500","36500"
"New entrant CS","2021","Project Delivery","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","Declared disabled","60","60","35700","33000"
"New entrant CS","2021","Project Delivery","Project Delivery","Declared non-disabled","650","640","37800","34710"
"New entrant CS","2021","Project Delivery","Project Delivery","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","Unknown","260","260","36200","35700"
"New entrant CS","2021","Project Delivery","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","70","70","40520","35050"
"New entrant CS","2021","Property","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Declared non-disabled","280","280","33250","30000"
"New entrant CS","2021","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Unknown","140","140","33340","27880"
"New entrant CS","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","No function","Declared non-disabled","60","60","25340","24620"
"New entrant CS","2021","Psychology","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","No function","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Analysis","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Digital, Data & Technology","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","No function","Declared disabled","80","80","29610","28590"
"New entrant CS","2021","Science and Engineering","No function","Declared non-disabled","640","590","31800","28650"
"New entrant CS","2021","Science and Engineering","No function","Undeclared","60","50","33720","31370"
"New entrant CS","2021","Science and Engineering","No function","Unknown","50","50","35880","29180"
"New entrant CS","2021","Science and Engineering","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Project Delivery","Declared non-disabled","160","160","34790","33000"
"New entrant CS","2021","Science and Engineering","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Project Delivery","Unknown","100","100","23190","16780"
"New entrant CS","2021","Science and Engineering","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Declared non-disabled","80","80","27850","26350"
"New entrant CS","2021","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Security","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Declared non-disabled","380","380","25700","23540"
"New entrant CS","2021","Security","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Unknown","300","300","28690","25540"
"New entrant CS","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Analysis","Declared non-disabled","90","90","33080","32540"
"New entrant CS","2021","Social Research","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Analysis","Unknown","80","80","31930","29540"
"New entrant CS","2021","Social Research","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Analysis","Declared non-disabled","170","160","34160","31810"
"New entrant CS","2021","Statistics","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Analysis","Unknown","130","120","32660","31920"
"New entrant CS","2021","Statistics","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
