"Status","Year","Parent_department","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Treasury","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Policy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Policy","20-29","140","140","30390","28500"
"New entrant CS","2022","HM Treasury","Policy","30-39","30","30","[c]","[c]"
"New entrant CS","2022","HM Treasury","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Policy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Policy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Statistics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Tax","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Digital, Data and Technology","20-29","80","80","34530","30820"
"New entrant CS","2022","Home Office","Digital, Data and Technology","30-39","60","60","46140","43540"
"New entrant CS","2022","Home Office","Digital, Data and Technology","40-49","60","60","53840","55000"
"New entrant CS","2022","Home Office","Digital, Data and Technology","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Home Office","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Economics","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Delivery","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Delivery","20-29","730","720","24490","24880"
"New entrant CS","2022","Home Office","Operational Delivery","30-39","380","370","25190","24880"
"New entrant CS","2022","Home Office","Operational Delivery","40-49","220","210","25360","24880"
"New entrant CS","2022","Home Office","Operational Delivery","50-59","330","260","29560","27370"
"New entrant CS","2022","Home Office","Operational Delivery","60-64","60","30","31640","34630"
"New entrant CS","2022","Home Office","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Research","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Home Office","Other","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Policy","20-29","70","70","33140","28650"
"New entrant CS","2022","Home Office","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Policy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Policy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Project Delivery","20-29","60","60","32580","35050"
"New entrant CS","2022","Home Office","Project Delivery","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Home Office","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Social Research","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","Social Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Statistics","20-29","50","50","24240","22460"
"New entrant CS","2022","Home Office","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","20-29","110","110","25480","26350"
"New entrant CS","2022","Ministry of Defence","Commercial","30-39","70","60","31980","33000"
"New entrant CS","2022","Ministry of Defence","Commercial","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","20-29","60","60","27810","26350"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","30-39","50","50","31810","30650"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Finance","20-29","100","100","26780","25000"
"New entrant CS","2022","Ministry of Defence","Finance","30-39","50","50","35930","33000"
"New entrant CS","2022","Ministry of Defence","Finance","40-49","50","50","34320","33000"
"New entrant CS","2022","Ministry of Defence","Finance","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","20-29","80","80","24320","21170"
"New entrant CS","2022","Ministry of Defence","Human Resources","30-39","50","50","32280","26350"
"New entrant CS","2022","Ministry of Defence","Human Resources","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","20-29","60","60","28400","28700"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","30-39","100","80","43990","35000"
"New entrant CS","2022","Ministry of Defence","Medicine","40-49","60","50","47590","39030"
"New entrant CS","2022","Ministry of Defence","Medicine","50-59","40","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","16-19","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","20-29","380","370","21790","21170"
"New entrant CS","2022","Ministry of Defence","Other","30-39","270","260","26010","21170"
"New entrant CS","2022","Ministry of Defence","Other","40-49","250","240","27200","26350"
"New entrant CS","2022","Ministry of Defence","Other","50-59","270","260","28120","25760"
"New entrant CS","2022","Ministry of Defence","Other","60-64","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","20-29","160","160","29110","27010"
"New entrant CS","2022","Ministry of Defence","Project Delivery","30-39","130","130","35160","33000"
"New entrant CS","2022","Ministry of Defence","Project Delivery","40-49","110","110","38520","38000"
"New entrant CS","2022","Ministry of Defence","Project Delivery","50-59","80","80","44130","40000"
"New entrant CS","2022","Ministry of Defence","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","50-59","50","50","31250","33000"
"New entrant CS","2022","Ministry of Defence","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Psychology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","16-19","60","60","17720","17140"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","20-29","400","400","26790","27010"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","30-39","140","140","36700","34000"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","40-49","110","100","41560","44000"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","50-59","110","110","42100","44000"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","20-29","190","190","24530","23540"
"New entrant CS","2022","Ministry of Defence","Security","30-39","120","120","26390","25000"
"New entrant CS","2022","Ministry of Defence","Security","40-49","90","80","27020","25000"
"New entrant CS","2022","Ministry of Defence","Security","50-59","110","110","29630","25000"
"New entrant CS","2022","Ministry of Defence","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","20-29","50","50","34020","34260"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","30-39","70","70","44560","41750"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Economics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","20-29","70","70","32340","30450"
"New entrant CS","2022","Ministry of Justice","Legal","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","16-19","200","200","23010","23140"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","20-29","6070","6000","23820","23140"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","30-39","3750","3560","25920","24150"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","40-49","2890","2710","29180","26310"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","50-59","2810","2620","28890","26970"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","60-64","930","820","28940","28200"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","65+","320","240","30880","28200"
"New entrant CS","2022","Ministry of Justice","Operational Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","20-29","130","130","26070","27700"
"New entrant CS","2022","Ministry of Justice","Psychology","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Social Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Social Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Statistics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","20-29","50","40","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
