"Status","Year","Parent_department","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Heterosexual / straight","120","120","38740","34800"
"New entrant CS","2021","Other Cabinet Office Agencies","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Undeclared","90","80","22960","20850"
"New entrant CS","2021","Scottish Government","Unknown","Unknown","920","890","31820","26160"
"New entrant CS","2021","Scottish Government","White","Heterosexual / straight","730","710","29470","26160"
"New entrant CS","2021","Scottish Government","White","LGBO","100","100","29390","26160"
"New entrant CS","2021","Scottish Government","White","Undeclared","50","50","33400","30650"
"New entrant CS","2021","Scottish Government","White","Unknown","100","90","27340","25140"
"New entrant CS","2021","The National Archives","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Unknown","250","240","30950","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Heterosexual / straight","560","540","32050","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","White","LGBO","70","60","31640","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Welsh Government","White","Heterosexual / straight","140","130","28450","25030"
"New entrant CS","2021","Welsh Government","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Asian","Heterosexual / straight","160","160","35930","30400"
"New entrant CS","2022","Attorney General's Departments","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Heterosexual / straight","70","70","30930","26950"
"New entrant CS","2022","Attorney General's Departments","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","White","Heterosexual / straight","590","570","35280","29280"
"New entrant CS","2022","Attorney General's Departments","White","LGBO","70","70","28260","25480"
"New entrant CS","2022","Attorney General's Departments","White","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Asian","Heterosexual / straight","80","80","37130","32000"
"New entrant CS","2022","Cabinet Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Black","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Mixed","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Unknown","1010","1000","39310","28000"
"New entrant CS","2022","Cabinet Office","White","Heterosexual / straight","600","590","38510","32000"
"New entrant CS","2022","Cabinet Office","White","LGBO","80","80","34820","32000"
"New entrant CS","2022","Cabinet Office","White","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Unknown","60","50","28030","24440"
"New entrant CS","2022","Charity Commission","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
