"Status","Year","Responsibility_level","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","EO","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Property","Property","130","130","25580","24920"
"New entrant CS","2021","EO","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Security","Security","80","80","27240","24620"
"New entrant CS","2021","EO","Security","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Intelligence Analysis","60","60","26330","26350"
"New entrant CS","2021","EO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Medicine","60","50","29740","30620"
"New entrant CS","2021","EO","Unknown","Operational Delivery","600","580","26180","24880"
"New entrant CS","2021","EO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Other","320","320","27540","27200"
"New entrant CS","2021","EO","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Policy","70","70","27850","28650"
"New entrant CS","2021","EO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Unknown","11260","11000","28520","27570"
"New entrant CS","2021","G6/G7","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Intelligence Analysis","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Unknown","60","60","78670","85000"
"New entrant CS","2021","G6/G7","Communications","Communications","70","70","58240","56150"
"New entrant CS","2021","G6/G7","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Digital, Data and Technology","390","390","57640","55750"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Unknown","80","80","56650","54700"
"New entrant CS","2021","G6/G7","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Finance","90","80","58200","57580"
"New entrant CS","2021","G6/G7","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Human Resources","90","90","57150","54590"
"New entrant CS","2021","G6/G7","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Legal","420","400","53610","51130"
"New entrant CS","2021","G6/G7","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Inspector of Education and Training","60","60","73310","75500"
"New entrant CS","2021","G6/G7","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Operational Delivery","310","290","56350","53380"
"New entrant CS","2021","G6/G7","No function","Other","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Policy","500","490","55750","53380"
"New entrant CS","2021","G6/G7","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Science and Engineering","70","60","54190","51670"
"New entrant CS","2021","G6/G7","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Unknown","90","90","57690","54700"
"New entrant CS","2021","G6/G7","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Project Delivery","170","170","55830","53500"
"New entrant CS","2021","G6/G7","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Property","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Digital, Data and Technology","80","80","60610","57430"
"New entrant CS","2021","G6/G7","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Medicine","90","70","74360","76200"
"New entrant CS","2021","G6/G7","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Other","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Policy","70","60","57380","57430"
"New entrant CS","2021","G6/G7","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Unknown","440","430","56700","54260"
"New entrant CS","2021","G6/G7","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Unknown","150","150","80850","71000"
"New entrant CS","2021","SCS","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Medicine","60","40","92780","84460"
"New entrant CS","2021","SCS","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Policy","50","50","94390","84070"
"New entrant CS","2021","SCS","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Economics","190","190","33300","33120"
"New entrant CS","2021","SEO/HEO","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Operational Delivery","50","50","32790","32540"
"New entrant CS","2021","SEO/HEO","Analysis","Operational Research","50","50","35090","34710"
"New entrant CS","2021","SEO/HEO","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Social Research","170","170","33100","32540"
"New entrant CS","2021","SEO/HEO","Analysis","Statistics","210","200","33950","32540"
"New entrant CS","2021","SEO/HEO","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Commercial","190","180","36430","36500"
"New entrant CS","2021","SEO/HEO","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Communications","180","180","36510","35900"
"New entrant CS","2021","SEO/HEO","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Tax","90","90","31740","31810"
"New entrant CS","2021","SEO/HEO","Communications","Unknown","50","50","36760","34750"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Digital, Data and Technology","710","700","36490","36330"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Unknown","80","70","36180","34550"
"New entrant CS","2021","SEO/HEO","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Finance","290","290","36360","36000"
"New entrant CS","2021","SEO/HEO","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Human Resources","230","220","34270","33000"
"New entrant CS","2021","SEO/HEO","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Internal Audit","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Legal","350","340","34790","36800"
"New entrant CS","2021","SEO/HEO","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Economics","60","60","32250","32060"
"New entrant CS","2021","SEO/HEO","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Inspector of Education and Training","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","International Trade","90","80","33300","31800"
"New entrant CS","2021","SEO/HEO","No function","Knowledge and Information Management","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Operational Delivery","1570","1470","35120","33950"
"New entrant CS","2021","SEO/HEO","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Other","90","90","35320","35000"
"New entrant CS","2021","SEO/HEO","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Policy","1790","1770","33920","33570"
"New entrant CS","2021","SEO/HEO","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Psychology","50","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Science and Engineering","430","380","34420","33580"
"New entrant CS","2021","SEO/HEO","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Tax","140","140","33050","31810"
"New entrant CS","2021","SEO/HEO","No function","Unknown","680","680","29470","28000"
"New entrant CS","2021","SEO/HEO","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Operational Delivery","80","80","34580","33930"
"New entrant CS","2021","SEO/HEO","Project Delivery","Other","60","60","31050","29500"
"New entrant CS","2021","SEO/HEO","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Project Delivery","540","530","36030","35090"
"New entrant CS","2021","SEO/HEO","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Science and Engineering","90","90","37650","39000"
"New entrant CS","2021","SEO/HEO","Project Delivery","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Property","200","200","34910","33300"
