"Status","Year","Ethnicity","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","No function","90","90","33990","32560"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","No function","50","40","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","No function","110","110","28680","26130"
"New entrant CS","2022","Asian","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Counter Fraud","120","120","26110","25110"
"New entrant CS","2022","Asian","Department for Work and Pensions","Debt","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","No function","1040","1010","26810","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","Unknown","90","90","27270","27570"
"New entrant CS","2022","Asian","Department of Health and Social Care","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","No function","270","240","33950","28590"
"New entrant CS","2022","Asian","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Communications","160","160","26280","26590"
"New entrant CS","2022","Asian","HM Revenue and Customs","Counter Fraud","50","50","30020","26590"
"New entrant CS","2022","Asian","HM Revenue and Customs","Debt","110","110","21600","21250"
"New entrant CS","2022","Asian","HM Revenue and Customs","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","No function","520","490","26460","21250"
"New entrant CS","2022","Asian","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","No function","40","30","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","Unknown","90","90","28920","26570"
"New entrant CS","2022","Asian","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Project Delivery","50","50","34440","33000"
"New entrant CS","2022","Asian","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","No function","640","600","26100","23720"
"New entrant CS","2022","Asian","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","No function","50","40","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","Unknown","80","80","29240","27230"
"New entrant CS","2022","Asian","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Legal","70","70","31360","26950"
"New entrant CS","2022","Black","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
