"Status","Year","Parent_department","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Wales Office","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared non-disabled","Welsh Government (excl. agencies)","140","140","27890","25030"
"New entrant CS","2021","Welsh Government","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Welsh Government (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared disabled","Crown Prosecution Service","90","80","32020","26970"
"New entrant CS","2022","Attorney General's Departments","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared non-disabled","Crown Prosecution Service","450","440","31950","25480"
"New entrant CS","2022","Attorney General's Departments","Declared non-disabled","Government Legal Department","280","270","39950","43920"
"New entrant CS","2022","Attorney General's Departments","Declared non-disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared non-disabled","Serious Fraud Office","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Crown Prosecution Service","130","130","29820","25480"
"New entrant CS","2022","Attorney General's Departments","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Declared disabled","Cabinet Office (excl. agencies)","110","110","37410","34550"
"New entrant CS","2022","Cabinet Office","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Declared non-disabled","Cabinet Office (excl. agencies)","630","620","38090","32000"
"New entrant CS","2022","Cabinet Office","Declared non-disabled","Crown Commercial Service","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Declared non-disabled","Government Property Agency","60","60","44530","42300"
"New entrant CS","2022","Cabinet Office","Undeclared","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Cabinet Office (excl. agencies)","1000","990","39170","28000"
"New entrant CS","2022","Cabinet Office","Unknown","Crown Commercial Service","70","70","32900","30420"
"New entrant CS","2022","Cabinet Office","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Charity Commission","60","60","27720","24440"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","Competition and Markets Authority","120","120","45680","36000"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","33710","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Companies House","110","100","29270","24500"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","460","450","38240","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Intellectual Property Office","120","120","29940","24030"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Met Office","210","210","28140","24360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Companies House","50","50","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","160","160","37530","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Intellectual Property Office","100","90","28070","24030"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","The Insolvency Service","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Department for Digital, Culture, Media and Sport","310","310","35710","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared disabled","Department for Education (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared non-disabled","Department for Education (excl. agencies)","110","100","36940","36500"
"New entrant CS","2022","Department for Education","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared non-disabled","Institute for Apprenticeships and Technical Education","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Unknown","Department for Education (excl. agencies)","660","640","34450","29360"
"New entrant CS","2022","Department for Education","Unknown","Education and Skills Funding Agency","150","150","33940","29360"
"New entrant CS","2022","Department for Education","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Animal and Plant Health Agency","50","50","25290","24370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","200","190","38390","34000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Animal and Plant Health Agency","340","340","26250","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","70","70","26520","25010"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","1140","1120","37620","35370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Rural Payments Agency","520","490","21980","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","37780","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Animal and Plant Health Agency","80","70","25250","24370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","390","380","37700","33500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","Department for International Trade","200","200","36590","31800"
"New entrant CS","2022","Department for International Trade","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Department for International Trade","210","210","37460","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","70","70","32720","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","380","380","36570","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Planning Inspectorate","50","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","130","130","34680","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Declared disabled","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Declared non-disabled","Department for Transport (excl. agencies)","390","390","42390","38970"
"New entrant CS","2022","Department for Transport","Declared non-disabled","Driver and Vehicle Licensing Agency","390","370","22660","21840"
"New entrant CS","2022","Department for Transport","Declared non-disabled","Driver and Vehicle Standards Agency","260","260","26930","26130"
"New entrant CS","2022","Department for Transport","Declared non-disabled","Maritime and Coastguard Agency","50","50","[c]","[c]"
"New entrant CS","2022","Department for Transport","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","Department for Transport (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Department for Transport (excl. agencies)","250","250","42420","38650"
"New entrant CS","2022","Department for Transport","Unknown","Driver and Vehicle Licensing Agency","230","200","20340","18310"
"New entrant CS","2022","Department for Transport","Unknown","Driver and Vehicle Standards Agency","330","320","25910","26130"
"New entrant CS","2022","Department for Transport","Unknown","Maritime and Coastguard Agency","140","130","30110","26840"
"New entrant CS","2022","Department for Work and Pensions","Declared disabled","Department for Work and Pensions (excl. agencies)","1140","1110","25730","27570"
"New entrant CS","2022","Department for Work and Pensions","Declared disabled","Health and Safety Executive","30","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Declared non-disabled","Department for Work and Pensions (excl. agencies)","7170","7020","26260","27570"
"New entrant CS","2022","Department for Work and Pensions","Declared non-disabled","Health and Safety Executive","220","210","34110","31630"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","Department for Work and Pensions (excl. agencies)","390","380","26400","27570"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Department for Work and Pensions (excl. agencies)","1560","1530","26410","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Health and Safety Executive","40","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Declared disabled","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Declared disabled","UK Health Security Agency","120","110","34630","31380"
"New entrant CS","2022","Department of Health and Social Care","Declared non-disabled","Department of Health and Social Care (excl. agencies)","70","60","38090","32790"
"New entrant CS","2022","Department of Health and Social Care","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Declared non-disabled","Public Health England","210","180","38570","32330"
"New entrant CS","2022","Department of Health and Social Care","Declared non-disabled","UK Health Security Agency","1300","1200","34390","30110"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","UK Health Security Agency","30","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Department of Health and Social Care (excl. agencies)","840","520","36940","32790"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","UK Health Security Agency","620","600","43430","36820"
"New entrant CS","2022","Estyn","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","Food Standards Agency","90","90","34750","30860"
"New entrant CS","2022","Food Standards Agency","Undeclared","Food Standards Agency","50","50","32190","30350"
"New entrant CS","2022","Food Standards Agency","Unknown","Food Standards Agency","50","50","32490","30350"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Declared disabled","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Declared non-disabled","HM Land Registry","200","190","27330","22600"
"New entrant CS","2022","HM Land Registry","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","HM Land Registry","270","270","27150","22600"
"New entrant CS","2022","HM Revenue and Customs","Declared disabled","HM Revenue and Customs (excl. agencies)","390","370","27140","26590"
"New entrant CS","2022","HM Revenue and Customs","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Declared non-disabled","HM Revenue and Customs (excl. agencies)","4410","4320","27510","26590"
"New entrant CS","2022","HM Revenue and Customs","Declared non-disabled","Valuation Office Agency","200","200","26980","25000"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","HM Revenue and Customs (excl. agencies)","180","180","27150","26590"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","HM Revenue and Customs (excl. agencies)","3030","2950","26340","21250"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Valuation Office Agency","260","260","26090","24750"
"New entrant CS","2022","HM Treasury","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared non-disabled","HM Treasury (excl. agencies)","200","200","32510","28500"
"New entrant CS","2022","HM Treasury","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","HM Treasury (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Declared disabled","Home Office","70","60","32680","24880"
"New entrant CS","2022","Home Office","Declared non-disabled","Home Office","50","40","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Home Office","2450","2340","29680","24880"
"New entrant CS","2022","Ministry of Defence","Declared disabled","Defence Equipment and Support","60","50","30680","28220"
"New entrant CS","2022","Ministry of Defence","Declared disabled","Defence Science and Technology Laboratory","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Declared disabled","Ministry of Defence (excl. agencies)","130","120","30080","26350"
"New entrant CS","2022","Ministry of Defence","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Declared non-disabled","Defence Equipment and Support","550","540","31560","28000"
"New entrant CS","2022","Ministry of Defence","Declared non-disabled","Defence Science and Technology Laboratory","610","600","30140","27010"
"New entrant CS","2022","Ministry of Defence","Declared non-disabled","Ministry of Defence (excl. agencies)","1370","1330","30370","26350"
"New entrant CS","2022","Ministry of Defence","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Declared non-disabled","Submarine Delivery Agency","150","150","35950","33000"
"New entrant CS","2022","Ministry of Defence","Declared non-disabled","UK Hydrographic Office","60","50","27570","24210"
"New entrant CS","2022","Ministry of Defence","Undeclared","Defence Equipment and Support","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Undeclared","Ministry of Defence (excl. agencies)","70","70","30240","26350"
"New entrant CS","2022","Ministry of Defence","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","Defence Equipment and Support","340","330","29370","26670"
"New entrant CS","2022","Ministry of Defence","Unknown","Ministry of Defence (excl. agencies)","1280","1240","30230","26350"
"New entrant CS","2022","Ministry of Defence","Unknown","Royal Fleet Auxiliary","150","150","20590","16190"
"New entrant CS","2022","Ministry of Defence","Unknown","Submarine Delivery Agency","80","70","33830","31350"
"New entrant CS","2022","Ministry of Defence","Unknown","UK Hydrographic Office","60","60","29630","26740"
"New entrant CS","2022","Ministry of Justice","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Declared disabled","HM Courts and Tribunals Service","150","140","24140","20970"
"New entrant CS","2022","Ministry of Justice","Declared disabled","HM Prison and Probation Service","1480","1400","28620","26310"
"New entrant CS","2022","Ministry of Justice","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Declared disabled","Ministry of Justice (excl. agencies)","60","60","33290","34260"
"New entrant CS","2022","Ministry of Justice","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Declared non-disabled","HM Courts and Tribunals Service","860","830","24360","20970"
"New entrant CS","2022","Ministry of Justice","Declared non-disabled","HM Prison and Probation Service","7750","7470","26780","24270"
"New entrant CS","2022","Ministry of Justice","Declared non-disabled","Legal Aid Agency","50","50","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Declared non-disabled","Ministry of Justice (excl. agencies)","360","360","37450","34260"
"New entrant CS","2022","Ministry of Justice","Declared non-disabled","Office of the Public Guardian","70","70","21960","20970"
"New entrant CS","2022","Ministry of Justice","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Undeclared","HM Courts and Tribunals Service","50","50","26350","20970"
"New entrant CS","2022","Ministry of Justice","Undeclared","HM Prison and Probation Service","390","370","28970","27060"
"New entrant CS","2022","Ministry of Justice","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
