"Status","Year","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Commercial","60","60","39280","36820"
"New entrant CS","2021","50-59","Communications","40","30","[c]","[c]"
"New entrant CS","2021","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","240","240","47910","48200"
"New entrant CS","2021","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","90","90","40570","36250"
"New entrant CS","2021","50-59","Human Resources","90","80","39210","32040"
"New entrant CS","2021","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","90","90","48760","50500"
"New entrant CS","2021","50-59","Medicine","80","60","55210","44500"
"New entrant CS","2021","50-59","Operational Delivery","2000","1880","27500","22920"
"New entrant CS","2021","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","330","320","29820","25190"
"New entrant CS","2021","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Policy","220","220","45780","40650"
"New entrant CS","2021","50-59","Project Delivery","190","180","42920","40000"
"New entrant CS","2021","50-59","Property","110","100","40240","33300"
"New entrant CS","2021","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","170","160","39140","37350"
"New entrant CS","2021","50-59","Security","160","160","30230","25640"
"New entrant CS","2021","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","320","310","22620","20140"
"New entrant CS","2021","50-59","Unknown","3390","3320","29560","27570"
"New entrant CS","2021","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","350","300","26960","21430"
"New entrant CS","2021","60-64","Other","40","40","[c]","[c]"
"New entrant CS","2021","60-64","Policy","40","40","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","60-64","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","40","40","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","670","650","27110","27570"
"New entrant CS","2021","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Operational Delivery","100","70","30540","25010"
"New entrant CS","2021","65+","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","90","80","27850","25110"
"New entrant CS","2021","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","600","570","21900","21260"
"New entrant CS","2022","16-19","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other","70","70","20020","19810"
"New entrant CS","2022","16-19","Policy","40","40","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Science and Engineering","60","60","18010","17140"
"New entrant CS","2022","16-19","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","110","100","22780","21260"
"New entrant CS","2022","20-29","Commercial","350","330","28620","26670"
"New entrant CS","2022","20-29","Communications","310","300","31310","30730"
"New entrant CS","2022","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","240","230","25590","25110"
"New entrant CS","2022","20-29","Digital, Data and Technology","970","950","31130","30210"
"New entrant CS","2022","20-29","Economics","320","320","30580","30710"
"New entrant CS","2022","20-29","Finance","450","430","29540","27270"
"New entrant CS","2022","20-29","Geography","50","50","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","440","420","27420","26350"
"New entrant CS","2022","20-29","Intelligence Analysis","110","110","28990","28700"
"New entrant CS","2022","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","International Trade","120","120","31330","31800"
"New entrant CS","2022","20-29","Knowledge and Information Management","90","90","28880","27570"
"New entrant CS","2022","20-29","Legal","340","340","34170","30450"
"New entrant CS","2022","20-29","Medicine","50","50","32220","31530"
"New entrant CS","2022","20-29","Operational Delivery","14000","13750","24330","23140"
"New entrant CS","2022","20-29","Operational Research","80","80","29800","29230"
"New entrant CS","2022","20-29","Other","1050","1040","24190","21260"
"New entrant CS","2022","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Policy","2180","2150","32930","32560"
"New entrant CS","2022","20-29","Project Delivery","420","420","30790","29360"
"New entrant CS","2022","20-29","Property","270","270","28700","26350"
"New entrant CS","2022","20-29","Psychology","140","140","25870","27070"
"New entrant CS","2022","20-29","Science and Engineering","800","800","27140","26370"
"New entrant CS","2022","20-29","Security","250","250","25760","25000"
"New entrant CS","2022","20-29","Social Research","200","190","32170","30710"
"New entrant CS","2022","20-29","Statistics","270","270","29520","30150"
"New entrant CS","2022","20-29","Tax","1140","1120","26910","26590"
"New entrant CS","2022","20-29","Unknown","3320","3260","27990","27500"
"New entrant CS","2022","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","220","200","34580","33000"
"New entrant CS","2022","30-39","Communications","150","140","38850","37520"
"New entrant CS","2022","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","200","190","26330","27570"
"New entrant CS","2022","30-39","Digital, Data and Technology","850","830","39360","36810"
"New entrant CS","2022","30-39","Economics","40","30","[c]","[c]"
"New entrant CS","2022","30-39","Finance","340","310","37390","36050"
"New entrant CS","2022","30-39","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","290","270","35150","30840"
"New entrant CS","2022","30-39","Inspector of Education and Training","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","50","50","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","60","60","33090","30730"
"New entrant CS","2022","30-39","Legal","330","320","45240","48080"
"New entrant CS","2022","30-39","Medicine","130","110","49800","39330"
"New entrant CS","2022","30-39","Operational Delivery","8550","8190","26400","24800"
"New entrant CS","2022","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","600","570","29050","25750"
"New entrant CS","2022","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","950","920","39860","36660"
"New entrant CS","2022","30-39","Project Delivery","350","340","38250","37000"
"New entrant CS","2022","30-39","Property","160","150","36110","33000"
"New entrant CS","2022","30-39","Psychology","40","30","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","360","340","35390","33000"
"New entrant CS","2022","30-39","Security","160","160","29660","25000"
"New entrant CS","2022","30-39","Social Research","70","70","37560","37970"
"New entrant CS","2022","30-39","Statistics","60","60","36950","34960"
"New entrant CS","2022","30-39","Tax","820","800","27800","26590"
"New entrant CS","2022","30-39","Unknown","2120","2060","34460","30040"
"New entrant CS","2022","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","140","120","37680","33290"
"New entrant CS","2022","40-49","Communications","80","70","48300","42030"
"New entrant CS","2022","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","140","130","26580","27570"
"New entrant CS","2022","40-49","Digital, Data and Technology","580","560","44370","41450"
"New entrant CS","2022","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","220","200","39040","36500"
"New entrant CS","2022","40-49","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Human Resources","230","220","39190","34130"
"New entrant CS","2022","40-49","Inspector of Education and Training","70","70","59750","51360"
"New entrant CS","2022","40-49","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Knowledge and Information Management","50","50","31350","29400"
"New entrant CS","2022","40-49","Legal","190","180","48480","50500"
"New entrant CS","2022","40-49","Medicine","100","80","54390","42120"
"New entrant CS","2022","40-49","Operational Delivery","6060","5760","28450","26130"
"New entrant CS","2022","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other","460","440","31640","26350"
"New entrant CS","2022","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Policy","450","430","42920","39760"
"New entrant CS","2022","40-49","Project Delivery","260","250","41930","39980"
"New entrant CS","2022","40-49","Property","160","160","40670","37300"
"New entrant CS","2022","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Science and Engineering","230","210","39510","39030"
"New entrant CS","2022","40-49","Security","120","120","30000","25000"
"New entrant CS","2022","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Tax","360","350","28170","26590"
"New entrant CS","2022","40-49","Unknown","1350","1310","37810","31540"
"New entrant CS","2022","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","80","70","35990","31990"
"New entrant CS","2022","50-59","Communications","40","40","[c]","[c]"
"New entrant CS","2022","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","110","110","26910","27570"
"New entrant CS","2022","50-59","Digital, Data and Technology","340","320","45090","41750"
"New entrant CS","2022","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","150","140","42080","40000"
"New entrant CS","2022","50-59","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","150","140","40040","36620"
"New entrant CS","2022","50-59","Inspector of Education and Training","60","60","60710","70390"
"New entrant CS","2022","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","70","60","49830","48080"
"New entrant CS","2022","50-59","Medicine","50","40","[c]","[c]"
"New entrant CS","2022","50-59","Operational Delivery","5700","5330","28260","26130"
"New entrant CS","2022","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other","390","370","28380","23450"
"New entrant CS","2022","50-59","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Policy","260","250","42250","37450"
"New entrant CS","2022","50-59","Project Delivery","160","160","45020","40180"
"New entrant CS","2022","50-59","Property","130","130","38320","33000"
"New entrant CS","2022","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Science and Engineering","190","180","41000","40060"
"New entrant CS","2022","50-59","Security","120","120","30560","25000"
"New entrant CS","2022","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Tax","180","180","27450","26590"
"New entrant CS","2022","50-59","Unknown","980","940","38010","29290"
"New entrant CS","2022","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2022","60-64","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Operational Delivery","1470","1300","28080","26400"
"New entrant CS","2022","60-64","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other","60","60","25630","21260"
"New entrant CS","2022","60-64","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","60-64","Property","40","30","[c]","[c]"
"New entrant CS","2022","60-64","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2022","60-64","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","160","140","32470","27570"
"New entrant CS","2022","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Operational Delivery","440","350","29630","27570"
"New entrant CS","2022","65+","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Age","Age in 10 year bands.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
