"Status","Year","Ethnicity","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","White","Home Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","20-29","220","220","27890","24880"
"New entrant CS","2021","White","Home Office","30-39","130","130","32360","24890"
"New entrant CS","2021","White","Home Office","40-49","100","100","36500","27470"
"New entrant CS","2021","White","Home Office","50-59","80","70","33440","25960"
"New entrant CS","2021","White","Home Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","16-19","40","40","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","20-29","910","900","25600","24910"
"New entrant CS","2021","White","Ministry of Defence","30-39","640","620","31140","27370"
"New entrant CS","2021","White","Ministry of Defence","40-49","630","600","33540","30620"
"New entrant CS","2021","White","Ministry of Defence","50-59","690","670","31930","28000"
"New entrant CS","2021","White","Ministry of Defence","60-64","100","100","33290","29430"
"New entrant CS","2021","White","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","20-29","100","90","30480","30190"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","30-39","80","80","37190","36340"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","40-49","40","40","[c]","[c]"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Justice","16-19","70","70","22100","21500"
"New entrant CS","2021","White","Ministry of Justice","20-29","1970","1950","23580","22850"
"New entrant CS","2021","White","Ministry of Justice","30-39","1030","1010","25740","22920"
"New entrant CS","2021","White","Ministry of Justice","40-49","570","560","26620","22920"
"New entrant CS","2021","White","Ministry of Justice","50-59","510","480","24010","20600"
"New entrant CS","2021","White","Ministry of Justice","60-64","110","90","21150","18880"
"New entrant CS","2021","White","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","National Crime Agency","20-29","290","290","30350","28840"
"New entrant CS","2021","White","National Crime Agency","30-39","210","210","34280","32770"
"New entrant CS","2021","White","National Crime Agency","40-49","110","110","37290","36410"
"New entrant CS","2021","White","National Crime Agency","50-59","150","140","38360","36410"
"New entrant CS","2021","White","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office for Standards in Education","20-29","30","30","[c]","[c]"
"New entrant CS","2021","White","Office for Standards in Education","30-39","50","50","[c]","[c]"
"New entrant CS","2021","White","Office for Standards in Education","40-49","40","40","[c]","[c]"
"New entrant CS","2021","White","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office for Standards in Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","20-29","110","110","26980","25000"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","30-39","50","50","33640","31980"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","40-49","40","40","[c]","[c]"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","20-29","30","30","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","30-39","40","40","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","40-49","40","40","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scottish Government","20-29","330","320","25080","23340"
"New entrant CS","2021","White","Scottish Government","30-39","290","280","31560","30650"
"New entrant CS","2021","White","Scottish Government","40-49","180","180","33800","30650"
"New entrant CS","2021","White","Scottish Government","50-59","140","140","31070","26160"
"New entrant CS","2021","White","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scottish Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","United Kingdom Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","United Kingdom Statistics Authority","20-29","320","310","29050","29540"
"New entrant CS","2021","White","United Kingdom Statistics Authority","30-39","190","180","33330","29540"
"New entrant CS","2021","White","United Kingdom Statistics Authority","40-49","90","90","39040","36030"
"New entrant CS","2021","White","United Kingdom Statistics Authority","50-59","70","60","34810","29540"
"New entrant CS","2021","White","United Kingdom Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","United Kingdom Statistics Authority","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","20-29","70","60","23220","20500"
"New entrant CS","2021","White","Welsh Government","30-39","40","40","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","20-29","80","80","27030","25480"
"New entrant CS","2022","Asian","Attorney General's Departments","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","20-29","60","60","31250","33570"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","20-29","50","50","27990","25000"
"New entrant CS","2022","Asian","Department for Education","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","20-29","70","70","29560","29180"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","20-29","60","60","30410","29730"
"New entrant CS","2022","Asian","Department for Transport","30-39","50","50","31300","26130"
"New entrant CS","2022","Asian","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","20-29","700","690","26630","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions","30-39","370","360","27940","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions","40-49","210","200","28540","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions","50-59","80","70","28860","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","20-29","150","130","28440","26880"
"New entrant CS","2022","Asian","Department of Health and Social Care","30-39","100","90","34910","32330"
"New entrant CS","2022","Asian","Department of Health and Social Care","40-49","60","50","37940","32330"
"New entrant CS","2022","Asian","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","20-29","520","500","26140","25680"
"New entrant CS","2022","Asian","HM Revenue and Customs","30-39","320","300","28690","26590"
"New entrant CS","2022","Asian","HM Revenue and Customs","40-49","130","130","29700","26590"
"New entrant CS","2022","Asian","HM Revenue and Customs","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","20-29","40","30","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","20-29","60","60","28260","27200"
"New entrant CS","2022","Asian","Ministry of Defence","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","20-29","290","280","24320","23170"
"New entrant CS","2022","Asian","Ministry of Justice","30-39","190","170","27980","25120"
"New entrant CS","2022","Asian","Ministry of Justice","40-49","130","120","30050","28200"
"New entrant CS","2022","Asian","Ministry of Justice","50-59","70","70","31110","28140"
"New entrant CS","2022","Asian","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","20-29","30","30","[c]","[c]"
