"Status","Year","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Education","50","40","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Environment, Food and Rural Affairs","50","50","32590","29420"
"New entrant CS","2021","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Work and Pensions","1410","1390","24150","21010"
"New entrant CS","2021","North East (England)","Department of Health and Social Care","50","40","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Land Registry","70","70","25650","22350"
"New entrant CS","2021","North East (England)","HM Revenue and Customs","1100","1080","23680","20880"
"New entrant CS","2021","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Home Office","60","60","25020","24880"
"New entrant CS","2021","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Ministry of Justice","310","300","22210","22850"
"New entrant CS","2021","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Attorney General's Departments","80","80","35160","38000"
"New entrant CS","2021","North West (England)","Cabinet Office","60","60","39710","32000"
"New entrant CS","2021","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Charity Commission","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy","60","60","25750","24250"
"New entrant CS","2021","North West (England)","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Education","160","160","34840","32070"
"New entrant CS","2021","North West (England)","Department for Environment, Food and Rural Affairs","120","120","30360","28030"
"New entrant CS","2021","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Work and Pensions","2560","2540","25510","27570"
"New entrant CS","2021","North West (England)","Department of Health and Social Care","200","170","28330","23140"
"New entrant CS","2021","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Land Registry","90","90","24800","22350"
"New entrant CS","2021","North West (England)","HM Revenue and Customs","940","920","24600","20140"
"New entrant CS","2021","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Home Office","320","310","28530","24880"
"New entrant CS","2021","North West (England)","Ministry of Defence","160","150","27710","23540"
"New entrant CS","2021","North West (England)","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Justice","790","750","22320","22570"
"New entrant CS","2021","North West (England)","National Crime Agency","230","220","31940","30640"
"New entrant CS","2021","North West (England)","Office for Standards in Education","50","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other Cabinet Office Agencies","70","70","38200","34800"
"New entrant CS","2021","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs","230","220","21870","20140"
"New entrant CS","2021","Northern Ireland","Home Office","50","50","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Work and Pensions","1010","990","24880","27570"
"New entrant CS","2021","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","700","690","21670","20140"
"New entrant CS","2021","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Home Office","60","60","24750","24880"
"New entrant CS","2021","Scotland","Ministry of Defence","260","260","26520","20920"
"New entrant CS","2021","Scotland","Ministry of Justice","60","60","27020","22570"
"New entrant CS","2021","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","170","170","29640","23450"
"New entrant CS","2021","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government","2070","2000","30380","26160"
"New entrant CS","2021","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Attorney General's Departments","120","120","32900","26970"
"New entrant CS","2021","South East (England)","Cabinet Office","40","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","200","190","32300","24920"
"New entrant CS","2021","South East (England)","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport","190","190","33080","30360"
"New entrant CS","2021","South East (England)","Department for Work and Pensions","2030","1980","26940","27570"
"New entrant CS","2021","South East (England)","Department of Health and Social Care","110","90","35390","30460"
"New entrant CS","2021","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Revenue and Customs","120","110","24000","20140"
"New entrant CS","2021","South East (England)","Home Office","270","260","25070","24880"
"New entrant CS","2021","South East (England)","Ministry of Defence","910","880","30660","26350"
"New entrant CS","2021","South East (England)","Ministry of Justice","1160","1120","24090","22920"
"New entrant CS","2021","South East (England)","National Crime Agency","70","70","31810","32770"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","350","330","28970","29540"
"New entrant CS","2021","South West (England)","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","190","190","31070","27520"
"New entrant CS","2021","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","270","270","30880","29180"
"New entrant CS","2021","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Transport","60","60","28370","26580"
"New entrant CS","2021","South West (England)","Department for Work and Pensions","1140","1100","25650","27570"
"New entrant CS","2021","South West (England)","Department of Health and Social Care","370","320","31700","28590"
"New entrant CS","2021","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Land Registry","170","160","27460","22350"
"New entrant CS","2021","South West (England)","HM Revenue and Customs","150","150","26970","24500"
"New entrant CS","2021","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Defence","1660","1610","31080","27540"
"New entrant CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","120","110","31030","27300"
"New entrant CS","2021","South West (England)","Ministry of Justice","580","550","22470","22850"
"New entrant CS","2021","South West (England)","National Crime Agency","130","120","32740","32770"
"New entrant CS","2021","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","220","220","36740","28000"
"New entrant CS","2021","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","320","310","28900","27570"
"New entrant CS","2021","Unknown","HM Revenue and Customs","320","310","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Department for Business, Energy and Industrial Strategy","270","260","30340","24250"
"New entrant CS","2021","Wales","Department for Environment, Food and Rural Affairs","60","60","22670","21050"
"New entrant CS","2021","Wales","Department for Transport","380","350","24300","21590"
"New entrant CS","2021","Wales","Department for Work and Pensions","610","600","24610","27570"
"New entrant CS","2021","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","HM Land Registry","60","60","23400","22350"
"New entrant CS","2021","Wales","HM Revenue and Customs","340","320","22000","20140"
"New entrant CS","2021","Wales","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Ministry of Justice","420","410","22050","22850"
"New entrant CS","2021","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","United Kingdom Statistics Authority","440","430","30470","29540"
"New entrant CS","2021","Wales","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Welsh Government","200","190","28200","20500"
"New entrant CS","2021","West Midlands (England)","Attorney General's Departments","60","60","35970","38000"
"New entrant CS","2021","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy","90","90","27020","24250"
"New entrant CS","2021","West Midlands (England)","Department for Education","130","130","35330","36500"
"New entrant CS","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs","60","60","30920","24920"
"New entrant CS","2021","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Transport","70","70","27300","23990"
"New entrant CS","2021","West Midlands (England)","Department for Work and Pensions","1020","1000","26140","27570"
"New entrant CS","2021","West Midlands (England)","Department of Health and Social Care","120","100","31360","27780"
"New entrant CS","2021","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","HM Land Registry","80","80","24700","22350"
"New entrant CS","2021","West Midlands (England)","HM Revenue and Customs","350","340","26440","20140"
"New entrant CS","2021","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Defence","180","180","30240","26350"
"New entrant CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Justice","950","910","22680","22570"
"New entrant CS","2021","West Midlands (England)","National Crime Agency","100","100","33280","32770"
"New entrant CS","2021","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Other Cabinet Office Agencies","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Attorney General's Departments","70","70","32970","30130"
"New entrant CS","2021","Yorkshire and The Humber","Cabinet Office","70","70","32200","23850"
"New entrant CS","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Education","140","140","31980","29360"
"New entrant CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","170","160","29840","29180"
"New entrant CS","2021","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Transport","60","60","29810","26580"
"New entrant CS","2021","Yorkshire and The Humber","Department for Work and Pensions","1700","1670","26520","27570"
"New entrant CS","2021","Yorkshire and The Humber","Department of Health and Social Care","380","360","36960","31370"
"New entrant CS","2021","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Land Registry","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Revenue and Customs","470","460","23770","20140"
"New entrant CS","2021","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Home Office","290","280","25970","21430"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Defence","170","160","27760","23540"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Justice","800","780","24270","22850"
"New entrant CS","2021","Yorkshire and The Humber","National Crime Agency","60","50","31860","32770"
"New entrant CS","2021","Yorkshire and The Humber","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Attorney General's Departments","70","70","30690","25480"
"New entrant CS","2022","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Education","60","60","34390","29360"
"New entrant CS","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","110","100","28000","24920"
"New entrant CS","2022","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Transport","80","80","29240","26130"
"New entrant CS","2022","East Midlands (England)","Department for Work and Pensions","610","590","24500","21260"
"New entrant CS","2022","East Midlands (England)","Department of Health and Social Care","90","80","35450","30020"
"New entrant CS","2022","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","HM Land Registry","80","80","26410","22600"
"New entrant CS","2022","East Midlands (England)","HM Revenue and Customs","560","550","27110","26590"
"New entrant CS","2022","East Midlands (England)","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Ministry of Defence","180","170","28510","26350"
"New entrant CS","2022","East Midlands (England)","Ministry of Justice","1660","1570","24990","23140"
"New entrant CS","2022","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Attorney General's Departments","60","60","33090","25480"
"New entrant CS","2022","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Environment, Food and Rural Affairs","150","140","29060","26670"
"New entrant CS","2022","East of England","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Department for Work and Pensions","580","560","26580","27570"
"New entrant CS","2022","East of England","Department of Health and Social Care","130","120","33310","30460"
"New entrant CS","2022","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Revenue and Customs","70","70","26570","26590"
"New entrant CS","2022","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Home Office","110","90","27060","24880"
"New entrant CS","2022","East of England","Ministry of Defence","300","300","30330","26350"
"New entrant CS","2022","East of England","Ministry of Justice","1710","1620","26050","24800"
"New entrant CS","2022","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Attorney General's Departments","550","530","37210","29280"
"New entrant CS","2022","London","Cabinet Office","980","980","38280","28000"
"New entrant CS","2022","London","Chancellor's other departments","50","50","44880","44610"
"New entrant CS","2022","London","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Competition and Markets Authority","130","130","45020","35850"
"New entrant CS","2022","London","Department for Business, Energy and Industrial Strategy","550","540","37580","33570"
"New entrant CS","2022","London","Department for Digital, Culture, Media and Sport","320","320","35230","34020"
"New entrant CS","2022","London","Department for Education","190","190","37310","32940"
"New entrant CS","2022","London","Department for Environment, Food and Rural Affairs","800","790","38410","32560"
"New entrant CS","2022","London","Department for International Trade","390","390","36030","31800"
"New entrant CS","2022","London","Department for Levelling Up, Housing and Communities","370","360","36540","33210"
"New entrant CS","2022","London","Department for Transport","550","550","42640","42470"
"New entrant CS","2022","London","Department for Work and Pensions","1230","1210","31630","31060"
"New entrant CS","2022","London","Department of Health and Social Care","1810","1540","39070","32790"
"New entrant CS","2022","London","Food Standards Agency","30","30","[c]","[c]"
"New entrant CS","2022","London","HM Land Registry","50","50","33870","30600"
"New entrant CS","2022","London","HM Revenue and Customs","770","760","36200","37610"
"New entrant CS","2022","London","HM Treasury","270","270","35540","28500"
"New entrant CS","2022","London","Home Office","870","850","34820","28650"
"New entrant CS","2022","London","Ministry of Defence","310","310","35650","33000"
"New entrant CS","2022","London","Ministry of Justice","2730","2660","32560","30520"
"New entrant CS","2022","London","National Crime Agency","170","170","41180","37560"
"New entrant CS","2022","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"New entrant CS","2022","London","Office of Gas and Electricity Markets","250","240","39240","32320"
"New entrant CS","2022","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","The National Archives","100","90","31970","28040"
"New entrant CS","2022","London","UK Export Finance","120","120","43100","37000"
"New entrant CS","2022","London","UK Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2022","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Cabinet Office","80","80","25720","21050"
"New entrant CS","2022","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Department for Education","150","140","33420","29360"
"New entrant CS","2022","North East (England)","Department for Environment, Food and Rural Affairs","250","240","27090","21300"
"New entrant CS","2022","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Department for Transport","70","70","24430","21840"
"New entrant CS","2022","North East (England)","Department for Work and Pensions","1200","1170","25210","21260"
"New entrant CS","2022","North East (England)","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Land Registry","50","40","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Revenue and Customs","1190","1160","25250","21750"
"New entrant CS","2022","North East (England)","HM Treasury","60","60","35420","29320"
"New entrant CS","2022","North East (England)","Home Office","90","80","26260","24880"
"New entrant CS","2022","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Justice","910","890","26270","23170"
"New entrant CS","2022","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Attorney General's Departments","80","80","29490","25480"
"New entrant CS","2022","North West (England)","Cabinet Office","170","170","39160","32000"
"New entrant CS","2022","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Charity Commission","70","70","26450","24440"
"New entrant CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy","140","130","34090","30360"
"New entrant CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","40","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Education","210","210","33900","29360"
"New entrant CS","2022","North West (England)","Department for Environment, Food and Rural Affairs","370","350","27410","21300"
"New entrant CS","2022","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Transport","50","50","26680","26130"
"New entrant CS","2022","North West (England)","Department for Work and Pensions","2180","2140","26090","26370"
"New entrant CS","2022","North West (England)","Department of Health and Social Care","120","100","36370","32310"
"New entrant CS","2022","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Land Registry","80","80","26010","22600"
"New entrant CS","2022","North West (England)","HM Revenue and Customs","2100","2040","25730","21250"
"New entrant CS","2022","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Home Office","460","450","28240","24880"
"New entrant CS","2022","North West (England)","Ministry of Defence","180","170","27450","21860"
"New entrant CS","2022","North West (England)","Ministry of Justice","2390","2260","26040","23170"
"New entrant CS","2022","North West (England)","National Crime Agency","100","100","34470","34140"
"New entrant CS","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","HM Revenue and Customs","440","430","26750","26590"
"New entrant CS","2022","Northern Ireland","Home Office","50","40","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Ministry of Defence","40","30","[c]","[c]"
"New entrant CS","2022","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Cabinet Office","140","130","38440","32000"
"New entrant CS","2022","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"New entrant CS","2022","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
