"Status","Year","Profession_of_post","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","International Trade","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","East Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","East of England","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Public Health England","200","180","45930","47090"
"Leaver Dept.","2022","Knowledge and Information Management","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","North West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","North West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","North West (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Northern Ireland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","South East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","South West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","South West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","South West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Wales","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Yorkshire and The Humber","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Government Legal Department","50","50","[c]","[c]"
"Leaver Dept.","2022","Legal","London","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","South East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Wales","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","West Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","West Midlands (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","East Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","East of England","Public Health England","40","40","[c]","[c]"
"Leaver Dept.","2022","Medicine","London","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","London","Public Health England","160","130","94600","97550"
"Leaver Dept.","2022","Medicine","North East (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","North West (England)","Public Health England","50","40","[c]","[c]"
"Leaver Dept.","2022","Medicine","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","South East (England)","Public Health England","40","30","[c]","[c]"
"Leaver Dept.","2022","Medicine","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Wales","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","West Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Yorkshire and The Humber","Public Health England","30","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Department for Work and Pensions (excl. agencies)","90","90","26810","27570"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","HM Courts and Tribunals Service","50","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Office of the Public Guardian","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Public Health England","70","70","34590","28590"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East Midlands (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Department for Work and Pensions (excl. agencies)","60","60","29650","29290"
"Leaver Dept.","2022","Operational Delivery","East of England","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","Public Health England","150","130","35430","25010"
"Leaver Dept.","2022","Operational Delivery","East of England","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","East of England","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Department for Work and Pensions (excl. agencies)","270","260","32410","31060"
"Leaver Dept.","2022","Operational Delivery","London","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","HM Courts and Tribunals Service","170","170","30930","27550"
"Leaver Dept.","2022","Operational Delivery","London","HM Prison and Probation Service","70","70","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Home Office","160","150","34670","28990"
"Leaver Dept.","2022","Operational Delivery","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Ministry of Justice (excl. agencies)","300","300","42240","38870"
"Leaver Dept.","2022","Operational Delivery","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Public Health England","1500","1360","41760","39690"
"Leaver Dept.","2022","Operational Delivery","London","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","UK Health Security Agency","30","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Department for Work and Pensions (excl. agencies)","230","220","26230","27570"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Public Health England","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Department for Work and Pensions (excl. agencies)","310","300","26710","27570"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","HM Courts and Tribunals Service","80","70","23260","20970"
"Leaver Dept.","2022","Operational Delivery","North West (England)","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Home Office","230","220","25530","24890"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Public Health England","250","230","29770","23390"
"Leaver Dept.","2022","Operational Delivery","North West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","North West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Northern Ireland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Department for Work and Pensions (excl. agencies)","410","400","26080","27570"
"Leaver Dept.","2022","Operational Delivery","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Home Office","60","60","26290","24890"
"Leaver Dept.","2022","Operational Delivery","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Scotland","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Department for Work and Pensions (excl. agencies)","90","90","28210","27570"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","HM Prison and Probation Service","60","60","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Public Health England","200","170","38120","30460"
"Leaver Dept.","2022","Operational Delivery","South East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South East (England)","UK Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","South West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
