"Status","Year","Disability","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Operational Delivery","80","80","28080","24310"
"Leaver Dept.","2021","Declared disabled","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Policy","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Unknown","180","170","36280","32000"
"Leaver Dept.","2021","Declared non-disabled","Female","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Communications","60","60","43700","40310"
"Leaver Dept.","2021","Declared non-disabled","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Economics","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Finance","90","90","47170","47450"
"Leaver Dept.","2021","Declared non-disabled","Female","Human Resources","120","120","37810","32920"
"Leaver Dept.","2021","Declared non-disabled","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Legal","60","50","55160","51940"
"Leaver Dept.","2021","Declared non-disabled","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Operational Delivery","750","710","29070","24530"
"Leaver Dept.","2021","Declared non-disabled","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Other","130","120","35700","27950"
"Leaver Dept.","2021","Declared non-disabled","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Policy","510","490","46360","41670"
"Leaver Dept.","2021","Declared non-disabled","Female","Project Delivery","150","140","41290","34010"
"Leaver Dept.","2021","Declared non-disabled","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Statistics","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Unknown","1780","1620","34820","31210"
"Leaver Dept.","2021","Declared non-disabled","Male","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Communications","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Digital, Data and Technology","70","70","42590","37710"
"Leaver Dept.","2021","Declared non-disabled","Male","Economics","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Finance","70","70","45880","40290"
"Leaver Dept.","2021","Declared non-disabled","Male","Human Resources","70","70","38840","35210"
"Leaver Dept.","2021","Declared non-disabled","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Operational Delivery","490","480","29690","25400"
"Leaver Dept.","2021","Declared non-disabled","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Other","80","80","40270","33210"
"Leaver Dept.","2021","Declared non-disabled","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Policy","370","360","45410","40360"
"Leaver Dept.","2021","Declared non-disabled","Male","Project Delivery","130","130","42750","40440"
"Leaver Dept.","2021","Declared non-disabled","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Science and Engineering","60","60","36250","33010"
"Leaver Dept.","2021","Declared non-disabled","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Statistics","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Unknown","1330","1230","36660","32000"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Unknown","130","120","37010","32910"
"Leaver Dept.","2021","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Policy","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Unknown","130","120","34940","31990"
"Leaver Dept.","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Operational Delivery","260","240","28490","23480"
"Leaver Dept.","2021","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Policy","330","320","42010","37230"
"Leaver Dept.","2021","Unknown","Female","Project Delivery","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","880","730","34920","32000"
"Leaver Dept.","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Operational Delivery","210","210","28350","24130"
"Leaver Dept.","2021","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Policy","270","260","42030","37240"
"Leaver Dept.","2021","Unknown","Male","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","800","680","37080","32000"
"Leaver Dept.","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Operational Delivery","470","440","31800","27570"
"Leaver Dept.","2022","Declared disabled","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Other","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Policy","100","90","43700","39200"
"Leaver Dept.","2022","Declared disabled","Female","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Science and Engineering","90","80","35340","34500"
"Leaver Dept.","2022","Declared disabled","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Unknown","190","170","39640","34710"
"Leaver Dept.","2022","Declared disabled","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Operational Delivery","270","260","29440","27570"
"Leaver Dept.","2022","Declared disabled","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Policy","100","80","43040","39600"
"Leaver Dept.","2022","Declared disabled","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Science and Engineering","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Unknown","140","130","38950","34550"
"Leaver Dept.","2022","Declared disabled","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Commercial","130","120","38620","36550"
"Leaver Dept.","2022","Declared non-disabled","Female","Communications","130","120","40350","37300"
"Leaver Dept.","2022","Declared non-disabled","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Counter Fraud","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Digital, Data and Technology","190","180","42040","38160"
"Leaver Dept.","2022","Declared non-disabled","Female","Economics","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Finance","180","170","40430","36330"
"Leaver Dept.","2022","Declared non-disabled","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Human Resources","290","280","38590","32330"
"Leaver Dept.","2022","Declared non-disabled","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Knowledge and Information Management","130","120","44180","41840"
"Leaver Dept.","2022","Declared non-disabled","Female","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Medicine","170","140","75740","84560"
"Leaver Dept.","2022","Declared non-disabled","Female","Operational Delivery","3800","3540","32000","27570"
"Leaver Dept.","2022","Declared non-disabled","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Other","330","320","29900","27570"
"Leaver Dept.","2022","Declared non-disabled","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Policy","710","680","45470","40490"
"Leaver Dept.","2022","Declared non-disabled","Female","Project Delivery","180","170","39970","37040"
"Leaver Dept.","2022","Declared non-disabled","Female","Property","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Science and Engineering","910","840","37450","34170"
"Leaver Dept.","2022","Declared non-disabled","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Unknown","1140","1010","44770","38650"
"Leaver Dept.","2022","Declared non-disabled","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Commercial","110","100","41330","37400"
"Leaver Dept.","2022","Declared non-disabled","Male","Communications","80","80","45340","37280"
"Leaver Dept.","2022","Declared non-disabled","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Counter Fraud","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Digital, Data and Technology","250","240","42590","38770"
"Leaver Dept.","2022","Declared non-disabled","Male","Economics","60","60","46470","38280"
"Leaver Dept.","2022","Declared non-disabled","Male","Finance","160","160","44370","40580"
"Leaver Dept.","2022","Declared non-disabled","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Human Resources","110","110","41150","36050"
"Leaver Dept.","2022","Declared non-disabled","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Knowledge and Information Management","90","80","43020","38950"
"Leaver Dept.","2022","Declared non-disabled","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Medicine","80","70","92780","99210"
"Leaver Dept.","2022","Declared non-disabled","Male","Operational Delivery","2120","2050","32970","27570"
"Leaver Dept.","2022","Declared non-disabled","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Other","230","230","32390","27570"
"Leaver Dept.","2022","Declared non-disabled","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Policy","610","590","47150","42200"
"Leaver Dept.","2022","Declared non-disabled","Male","Project Delivery","180","180","41740","38230"
"Leaver Dept.","2022","Declared non-disabled","Male","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Science and Engineering","450","430","37400","32650"
"Leaver Dept.","2022","Declared non-disabled","Male","Security","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Unknown","970","880","45190","40200"
"Leaver Dept.","2022","Declared non-disabled","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
