"Status","Year","Sex","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Operational Delivery","180","170","27460","24250"
"Leaver Dept.","2022","Female","Manchester","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Policy","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Science and Engineering","80","70","32050","28590"
"Leaver Dept.","2022","Female","Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Medway","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medway","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medway","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medway","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medway","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Kent","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Kent","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Milton Keynes","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Milton Keynes","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Milton Keynes","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Milton Keynes","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Milton Keynes","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Na h-Eileanan Siar","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North and North East Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North and North East Lincolnshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North and West Norfolk","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North and West Norfolk","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Hampshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Hampshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Hampshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Lanarkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Lanarkshire","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","North Lanarkshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Northamptonshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Northamptonshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northumberland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northumberland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Operational Delivery","130","130","28090","24540"
"Leaver Dept.","2022","Female","Nottingham","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Science and Engineering","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Orkney Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Operational Delivery","90","70","35080","27570"
"Leaver Dept.","2022","Female","Oxfordshire CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","Science and Engineering","100","90","43700","40300"
"Leaver Dept.","2022","Female","Oxfordshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Perth and Kinross, and Stirling","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Perth and Kinross, and Stirling","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Perth and Kinross, and Stirling","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Peterborough","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Peterborough","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Peterborough","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Peterborough","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Peterborough","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Peterborough","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Powys","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Powys","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Powys","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Powys","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Powys","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Redbridge and Waltham Forest","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Redbridge and Waltham Forest","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Redbridge and Waltham Forest","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Redbridge and Waltham Forest","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sandwell","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sandwell","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Borders","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Operational Delivery","60","60","28000","26370"
"Leaver Dept.","2022","Female","Sefton","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sefton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Shropshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Shropshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Shropshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Shropshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Shropshire","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Solihull","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Solihull","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Solihull","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Solihull","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Solihull","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Solihull","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Solihull","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Solihull","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South and West Derbyshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South and West Derbyshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South and West Derbyshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South and West Derbyshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South and West Derbyshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Ayrshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
