"Status","Year","Organisation","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Animal and Plant Health Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Undeclared","No function","30","30","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","No function","60","60","25570","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Communications","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Digital, Data & Technology","150","150","42990","40600"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Human Resources","110","100","31540","27500"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","No function","140","140","39690","34550"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Security","90","90","32910","32000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Commercial","200","190","74810","70630"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Digital, Data & Technology","60","60","42950","34550"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","No function","630","620","28840","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Security","60","50","27250","25210"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","No function","40","30","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","No function","50","50","22960","20100"
"New entrant CS","2022","Companies House","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Heterosexual / straight","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Legal","70","70","37980","41750"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","No function","260","260","23320","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","LGBO","No function","40","30","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Heterosexual / straight","Legal","520","510","32250","25480"
"New entrant CS","2022","Crown Prosecution Service","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","LGBO","Legal","50","50","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Undeclared","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Heterosexual / straight","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Heterosexual / straight","Project Delivery","530","520","32220","29000"
"New entrant CS","2022","Defence Equipment and Support","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","No function","40","30","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","Project Delivery","200","200","29030","26500"
"New entrant CS","2022","Defence Equipment and Support","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","No function","130","120","32470","29230"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","Commercial","[c]","[c]","[c]","[c]"
