"Status","Year","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Cabinet Office","730","720","38300","32950"
"New entrant CS","2022","Declared non-disabled","Chancellor's other departments","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","120","120","45680","36000"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","960","940","33450","31170"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","310","310","35710","34020"
"New entrant CS","2022","Declared non-disabled","Department for Education","170","160","37700","36500"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","2090","2040","31240","29180"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","200","200","36590","31800"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","430","430","36160","33210"
"New entrant CS","2022","Declared non-disabled","Department for Transport","1110","1080","31240","26130"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","7380","7230","26490","27570"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","1590","1450","35100","30460"
"New entrant CS","2022","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","90","90","34750","30860"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","200","190","27330","22600"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","4620","4520","27480","26590"
"New entrant CS","2022","Declared non-disabled","HM Treasury","240","240","34650","28500"
"New entrant CS","2022","Declared non-disabled","Home Office","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","2740","2680","30800","27480"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","9110","8790","26920","24090"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","210","210","50300","46360"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","400","390","36570","30000"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","50","50","37490","38000"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","2130","2090","29830","27230"
"New entrant CS","2022","Declared non-disabled","The National Archives","70","70","34990","30050"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","110","110","42950","39000"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","560","520","30190","30210"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","270","260","35180","31210"
"New entrant CS","2022","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","110","100","35270","34710"
"New entrant CS","2022","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport","120","110","32000","28160"
"New entrant CS","2022","Undeclared","Department for Work and Pensions","410","400","26750","27570"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","50","50","32190","30350"
"New entrant CS","2022","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Revenue and Customs","190","190","27160","26590"
"New entrant CS","2022","Undeclared","HM Treasury","60","60","35590","29320"
"New entrant CS","2022","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","110","110","30310","26350"
"New entrant CS","2022","Undeclared","Ministry of Justice","490","460","29310","27060"
"New entrant CS","2022","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","60","60","30580","27230"
"New entrant CS","2022","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","150","150","31360","25480"
"New entrant CS","2022","Unknown","Cabinet Office","1080","1070","39060","28000"
"New entrant CS","2022","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","60","60","27720","24440"
"New entrant CS","2022","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","380","370","32190","28280"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education","860","850","34180","29360"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","470","460","35330","32560"
"New entrant CS","2022","Unknown","Department for International Trade","210","210","37460","31800"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","150","150","34170","32780"
"New entrant CS","2022","Unknown","Department for Transport","950","910","29600","26130"
"New entrant CS","2022","Unknown","Department for Work and Pensions","1600","1560","26630","27570"
"New entrant CS","2022","Unknown","Department of Health and Social Care","1520","1170","40970","32790"
"New entrant CS","2022","Unknown","Food Standards Agency","50","50","32490","30350"
"New entrant CS","2022","Unknown","HM Land Registry","270","270","27150","22600"
"New entrant CS","2022","Unknown","HM Revenue and Customs","3300","3200","26320","22010"
"New entrant CS","2022","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","2450","2340","29680","24880"
"New entrant CS","2022","Unknown","Ministry of Defence","1910","1850","29430","26000"
"New entrant CS","2022","Unknown","Ministry of Justice","6880","6450","26470","24620"
"New entrant CS","2022","Unknown","National Crime Agency","470","460","36920","34140"
"New entrant CS","2022","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","2050","1990","29920","27230"
"New entrant CS","2022","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","330","280","27850","23880"
"New entrant CS","2022","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","70","60","33010","31210"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Parent_department","Government Department, total figures include Executive Agencies, Ministerial and Non-Ministerial Departments.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Disability","Self reported disability.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
