"Status","Year","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Ministry of Justice","3480","3350","24460","22680"
"New entrant CS","2021","Unknown","National Crime Agency","130","120","37590","36200"
"New entrant CS","2021","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","1020","990","31400","26160"
"New entrant CS","2021","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","300","290","31000","29540"
"New entrant CS","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","880","860","34940","27010"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","780","760","38070","32000"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","110","100","44990","33120"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","950","930","33510","31000"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","300","290","36040","34020"
"New entrant CS","2022","Heterosexual / straight","Department for Education","720","710","34640","30000"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","1680","1650","33610","30320"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","230","230","37150","31800"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","440","430","36130","33210"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","1160","1120","31070","26130"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","7820","7640","26510","27570"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","1770","1610","35780","32330"
"New entrant CS","2022","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","150","150","33660","31320"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","270","260","27110","22600"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","4190","4100","27430","26590"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","260","250","35100","29320"
"New entrant CS","2022","Heterosexual / straight","Home Office","550","530","30120","24880"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","2830","2760","31010","27200"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","9950","9560","27160","24430"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","410","400","37020","34140"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","220","220","49060","46360"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","360","360","36620","30000"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","2140","2090","30220","27230"
"New entrant CS","2022","Heterosexual / straight","The National Archives","60","50","34170","29200"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","110","100","43380","37910"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","740","670","29560","30210"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","270","270","36000","31210"
"New entrant CS","2022","LGBO","Attorney General's Departments","70","70","28610","25480"
"New entrant CS","2022","LGBO","Cabinet Office","100","100","34700","32000"
"New entrant CS","2022","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","120","120","30870","30360"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education","80","80","32480","29360"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs","230","230","33170","30290"
"New entrant CS","2022","LGBO","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities","80","80","33230","30190"
"New entrant CS","2022","LGBO","Department for Transport","140","140","31810","26840"
"New entrant CS","2022","LGBO","Department for Work and Pensions","760","750","25500","27570"
"New entrant CS","2022","LGBO","Department of Health and Social Care","210","190","34030","29490"
"New entrant CS","2022","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs","460","460","26900","26590"
"New entrant CS","2022","LGBO","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","60","60","29910","24880"
"New entrant CS","2022","LGBO","Ministry of Defence","180","180","29460","26750"
"New entrant CS","2022","LGBO","Ministry of Justice","990","970","26740","23900"
"New entrant CS","2022","LGBO","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","50","50","31890","25750"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Government","320","320","29450","27230"
"New entrant CS","2022","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","80","80","30020","30710"
"New entrant CS","2022","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","60","60","31540","26950"
"New entrant CS","2022","Undeclared","Cabinet Office","70","70","40430","34550"
"New entrant CS","2022","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","110","100","35090","31390"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education","70","70","35200","32870"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","170","160","33860","32560"
"New entrant CS","2022","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport","90","80","33000","29970"
"New entrant CS","2022","Undeclared","Department for Work and Pensions","470","460","26560","27570"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","830","510","36020","32330"
"New entrant CS","2022","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Revenue and Customs","240","230","28130","26590"
"New entrant CS","2022","Undeclared","HM Treasury","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","140","140","31950","28000"
"New entrant CS","2022","Undeclared","Ministry of Justice","580","550","29030","26310"
"New entrant CS","2022","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","140","140","30880","27230"
"New entrant CS","2022","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","70","60","30880","30710"
"New entrant CS","2022","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office","1020","1010","39300","28000"
"New entrant CS","2022","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","60","60","28350","27570"
"New entrant CS","2022","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","290","280","31000","27680"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education","220","220","35170","32940"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","860","840","28790","24920"
"New entrant CS","2022","Unknown","Department for International Trade","150","150","36440","31800"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","130","120","34250","32780"
"New entrant CS","2022","Unknown","Department for Transport","860","830","29560","26130"
"New entrant CS","2022","Unknown","Department for Work and Pensions","1530","1490","26590","27570"
"New entrant CS","2022","Unknown","Department of Health and Social Care","530","510","45420","38730"
"New entrant CS","2022","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","220","210","27150","22600"
"New entrant CS","2022","Unknown","HM Revenue and Customs","3630","3520","26360","22010"
"New entrant CS","2022","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","1940","1840","29660","24880"
"New entrant CS","2022","Unknown","Ministry of Defence","1840","1790","29080","26030"
"New entrant CS","2022","Unknown","Ministry of Justice","6670","6250","26480","24620"
"New entrant CS","2022","Unknown","National Crime Agency","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","1910","1840","29190","27230"
"New entrant CS","2022","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","120","100","25760","19860"
"New entrant CS","2022","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","40","40","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Parent_department","Government Department, total figures include Executive Agencies, Ministerial and Non-Ministerial Departments.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
