"Status","Year","Profession_of_post","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","International Trade","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","No function","Unknown","70","70","[c]","[c]"
"New entrant CS","2022","International Trade","No function","White","100","100","38030","31800"
"New entrant CS","2022","Knowledge and Information Management","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","White","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","No function","White","80","70","31150","29400"
"New entrant CS","2022","Knowledge and Information Management","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","White","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Asian","110","110","45840","48080"
"New entrant CS","2022","Legal","Legal","Black","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Unknown","70","60","42190","43650"
"New entrant CS","2022","Legal","Legal","White","480","460","44990","43920"
"New entrant CS","2022","Legal","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","No function","Unknown","60","60","34020","34260"
"New entrant CS","2022","Legal","No function","White","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","No function","White","50","40","78280","84560"
"New entrant CS","2022","Medicine","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Unknown","100","80","43390","34280"
"New entrant CS","2022","Medicine","Unknown","White","140","120","44360","38160"
"New entrant CS","2022","Operational Delivery","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Analysis","White","70","70","29780","30210"
"New entrant CS","2022","Operational Delivery","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Commercial","White","30","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Communications","Asian","90","90","25910","26590"
"New entrant CS","2022","Operational Delivery","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Communications","Unknown","200","190","26580","26590"
"New entrant CS","2022","Operational Delivery","Communications","White","170","170","27530","26590"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Unknown","100","90","25200","26590"
"New entrant CS","2022","Operational Delivery","Counter Fraud","White","220","210","24170","21260"
"New entrant CS","2022","Operational Delivery","Debt","Asian","80","70","21250","21250"
"New entrant CS","2022","Operational Delivery","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Debt","Unknown","200","190","21280","21250"
"New entrant CS","2022","Operational Delivery","Debt","White","220","210","21580","21250"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","White","40","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","Unknown","330","320","21560","21300"
"New entrant CS","2022","Operational Delivery","Grants Management","White","170","160","21740","21300"
"New entrant CS","2022","Operational Delivery","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","White","90","80","28020","27570"
"New entrant CS","2022","Operational Delivery","Legal","Asian","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","Black","30","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","White","260","260","22440","22200"
"New entrant CS","2022","Operational Delivery","No function","Asian","2240","2140","26590","26880"
"New entrant CS","2022","Operational Delivery","No function","Black","1470","1420","28380","27570"
"New entrant CS","2022","Operational Delivery","No function","Mixed","770","740","27340","26130"
"New entrant CS","2022","Operational Delivery","No function","Other ethnicity","200","200","27770","27570"
"New entrant CS","2022","Operational Delivery","No function","Undeclared","480","450","28710","27570"
"New entrant CS","2022","Operational Delivery","No function","Unknown","9550","9010","26110","23170"
"New entrant CS","2022","Operational Delivery","No function","White","17280","16620","26340","23720"
"New entrant CS","2022","Operational Delivery","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","White","80","80","30150","25000"
"New entrant CS","2022","Operational Delivery","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","Unknown","130","120","22330","21750"
"New entrant CS","2022","Operational Delivery","Property","White","100","100","22470","22010"
"New entrant CS","2022","Operational Delivery","Unknown","Asian","60","60","25360","24880"
"New entrant CS","2022","Operational Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","1290","1200","26280","24880"
"New entrant CS","2022","Operational Delivery","Unknown","White","440","420","25560","24880"
"New entrant CS","2022","Operational Research","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","White","50","50","30750","30710"
"New entrant CS","2022","Operational Research","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","White","50","50","[c]","[c]"
"New entrant CS","2022","Other","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","Asian","50","50","[c]","[c]"
"New entrant CS","2022","Other","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","White","200","200","21970","21260"
"New entrant CS","2022","Other","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Legal","White","50","40","[c]","[c]"
"New entrant CS","2022","Other","No function","Asian","70","70","31170","25880"
"New entrant CS","2022","Other","No function","Black","30","30","[c]","[c]"
"New entrant CS","2022","Other","No function","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Other","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","No function","Unknown","130","130","29270","22970"
"New entrant CS","2022","Other","No function","White","500","490","29140","24250"
"New entrant CS","2022","Other","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","Unknown","60","50","25060","20550"
"New entrant CS","2022","Other","Project Delivery","White","180","170","28760","26000"
"New entrant CS","2022","Other","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Security","Asian","[c]","[c]","[c]","[c]"
