"Status","Year","Age","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Counter Fraud","120","110","27770","27570"
"New entrant CS","2022","30-39","EO","Digital, Data and Technology","130","130","26690","26590"
"New entrant CS","2022","30-39","EO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Finance","70","60","25990","26150"
"New entrant CS","2022","30-39","EO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Human Resources","70","70","26160","26350"
"New entrant CS","2022","30-39","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Legal","40","40","[c]","[c]"
"New entrant CS","2022","30-39","EO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Operational Delivery","2020","1960","27430","27570"
"New entrant CS","2022","30-39","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Other","130","120","25740","26350"
"New entrant CS","2022","30-39","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Policy","100","90","26440","25500"
"New entrant CS","2022","30-39","EO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","30-39","EO","Property","50","50","[c]","[c]"
"New entrant CS","2022","30-39","EO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Science and Engineering","50","50","26190","26370"
"New entrant CS","2022","30-39","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","EO","Tax","360","350","26970","26590"
"New entrant CS","2022","30-39","EO","Unknown","580","560","27420","27230"
"New entrant CS","2022","30-39","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Communications","40","30","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Digital, Data and Technology","240","240","55420","54000"
"New entrant CS","2022","30-39","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Finance","60","50","56090","54880"
"New entrant CS","2022","30-39","G6/G7","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Human Resources","50","40","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Legal","180","170","53480","51380"
"New entrant CS","2022","30-39","G6/G7","Medicine","40","30","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Operational Delivery","160","150","55090","52610"
"New entrant CS","2022","30-39","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Other","50","50","56720","53550"
"New entrant CS","2022","30-39","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Policy","260","250","54500","53370"
"New entrant CS","2022","30-39","G6/G7","Project Delivery","70","70","54830","54000"
"New entrant CS","2022","30-39","G6/G7","Property","30","30","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","G6/G7","Unknown","310","300","58250","54700"
"New entrant CS","2022","30-39","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Commercial","150","130","35330","36270"
"New entrant CS","2022","30-39","SEO/HEO","Communications","100","100","36130","36880"
"New entrant CS","2022","30-39","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Digital, Data and Technology","420","410","36210","36050"
"New entrant CS","2022","30-39","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Finance","180","160","37470","36570"
"New entrant CS","2022","30-39","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Human Resources","120","110","34830","33950"
"New entrant CS","2022","30-39","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Knowledge and Information Management","40","30","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Legal","110","110","38660","40000"
"New entrant CS","2022","30-39","SEO/HEO","Medicine","40","30","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Operational Delivery","700","680","35390","33080"
"New entrant CS","2022","30-39","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Other","160","160","35730","35120"
"New entrant CS","2022","30-39","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Policy","580","560","35510","35900"
"New entrant CS","2022","30-39","SEO/HEO","Project Delivery","200","200","36210","36700"
"New entrant CS","2022","30-39","SEO/HEO","Property","70","70","36270","34260"
"New entrant CS","2022","30-39","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Science and Engineering","220","210","36100","34090"
"New entrant CS","2022","30-39","SEO/HEO","Security","30","30","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Social Research","60","60","35900","36930"
"New entrant CS","2022","30-39","SEO/HEO","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Tax","250","250","33760","33080"
"New entrant CS","2022","30-39","SEO/HEO","Unknown","660","650","35530","34550"
"New entrant CS","2022","30-39","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Operational Delivery","1830","1680","26990","24800"
"New entrant CS","2022","30-39","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Counter Fraud","50","50","22670","21260"
"New entrant CS","2022","40-49","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Operational Delivery","2300","2220","22100","21260"
"New entrant CS","2022","40-49","AA/AO","Other","170","160","21110","21170"
"New entrant CS","2022","40-49","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Security","80","80","25710","24630"
"New entrant CS","2022","40-49","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","AA/AO","Tax","100","90","21250","21250"
"New entrant CS","2022","40-49","AA/AO","Unknown","300","290","22090","21260"
"New entrant CS","2022","40-49","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Counter Fraud","70","60","27850","27570"
"New entrant CS","2022","40-49","EO","Digital, Data and Technology","60","60","27140","27130"
"New entrant CS","2022","40-49","EO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Finance","50","40","[c]","[c]"
"New entrant CS","2022","40-49","EO","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","40-49","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Operational Delivery","1280","1240","27390","27570"
"New entrant CS","2022","40-49","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Other","110","100","26640","26350"
"New entrant CS","2022","40-49","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Property","30","30","[c]","[c]"
"New entrant CS","2022","40-49","EO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Tax","140","140","27130","26590"
"New entrant CS","2022","40-49","EO","Unknown","350","340","27450","27230"
"New entrant CS","2022","40-49","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Digital, Data and Technology","230","220","56620","55000"
"New entrant CS","2022","40-49","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Finance","50","40","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Human Resources","60","50","55710","54220"
"New entrant CS","2022","40-49","G6/G7","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Legal","120","110","54220","52080"
"New entrant CS","2022","40-49","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Operational Delivery","160","150","56570","53360"
"New entrant CS","2022","40-49","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Other","50","50","58210","54150"
"New entrant CS","2022","40-49","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Policy","150","150","55030","53130"
"New entrant CS","2022","40-49","G6/G7","Project Delivery","70","70","55930","54110"
"New entrant CS","2022","40-49","G6/G7","Property","50","50","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Science and Engineering","50","50","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Unknown","270","260","60160","59450"
"New entrant CS","2022","40-49","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Commercial","70","60","34630","35000"
"New entrant CS","2022","40-49","SEO/HEO","Communications","40","30","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Digital, Data and Technology","260","260","37510","37090"
"New entrant CS","2022","40-49","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Finance","110","100","37410","36820"
"New entrant CS","2022","40-49","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Human Resources","90","90","35680","34260"
"New entrant CS","2022","40-49","SEO/HEO","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Legal","50","40","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Operational Delivery","470","460","36720","35050"
"New entrant CS","2022","40-49","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Other","110","110","35060","34050"
"New entrant CS","2022","40-49","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Policy","250","230","35780","35900"
"New entrant CS","2022","40-49","SEO/HEO","Project Delivery","130","130","36500","37530"
"New entrant CS","2022","40-49","SEO/HEO","Property","70","70","36610","35970"
"New entrant CS","2022","40-49","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Science and Engineering","130","120","37320","36330"
"New entrant CS","2022","40-49","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SEO/HEO","Tax","120","120","33770","33080"
"New entrant CS","2022","40-49","SEO/HEO","Unknown","370","360","36110","34600"
"New entrant CS","2022","40-49","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Operational Delivery","1820","1670","31330","28200"
"New entrant CS","2022","40-49","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Operational Delivery","1910","1830","21620","21260"
"New entrant CS","2022","50-59","AA/AO","Other","170","170","21030","21170"
"New entrant CS","2022","50-59","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Security","90","90","26240","25000"
"New entrant CS","2022","50-59","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","AA/AO","Tax","60","60","21250","21250"
"New entrant CS","2022","50-59","AA/AO","Unknown","270","260","21890","21250"
"New entrant CS","2022","50-59","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Counter Fraud","60","60","27910","27570"
"New entrant CS","2022","50-59","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Operational Delivery","1290","1190","28340","27570"
"New entrant CS","2022","50-59","EO","Other","90","80","25930","26350"
"New entrant CS","2022","50-59","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","EO","Tax","70","70","27360","26590"
"New entrant CS","2022","50-59","EO","Unknown","260","250","27320","27230"
"New entrant CS","2022","50-59","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Digital, Data and Technology","130","130","57880","57430"
"New entrant CS","2022","50-59","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Finance","40","40","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Legal","40","40","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Operational Delivery","100","100","56200","53480"
"New entrant CS","2022","50-59","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Policy","80","70","54080","51300"
"New entrant CS","2022","50-59","G6/G7","Project Delivery","50","50","57520","54430"
"New entrant CS","2022","50-59","G6/G7","Property","40","30","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Tax","[c]","[c]","[c]","[c]"
