"Status","Year","Sex","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Operational Delivery","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Unknown","90","80","34660","32000"
"Leaver Dept.","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Operational Delivery","80","70","28650","22820"
"Leaver Dept.","2021","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Policy","80","70","46400","42170"
"Leaver Dept.","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Unknown","130","130","37940","32000"
"Leaver Dept.","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Operational Delivery","240","220","28030","23480"
"Leaver Dept.","2021","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Policy","310","300","41960","37320"
"Leaver Dept.","2021","Female","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","1650","1380","34360","32000"
"Leaver Dept.","2021","Male","Heterosexual / straight","Commercial","60","60","36200","33390"
"Leaver Dept.","2021","Male","Heterosexual / straight","Communications","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Digital, Data and Technology","60","60","40970","33540"
"Leaver Dept.","2021","Male","Heterosexual / straight","Economics","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Finance","70","70","47710","43300"
"Leaver Dept.","2021","Male","Heterosexual / straight","Human Resources","80","70","39940","36030"
"Leaver Dept.","2021","Male","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Operational Delivery","520","510","29500","25120"
"Leaver Dept.","2021","Male","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Other","80","80","37500","32540"
"Leaver Dept.","2021","Male","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Policy","360","350","45250","39600"
"Leaver Dept.","2021","Male","Heterosexual / straight","Project Delivery","130","130","42640","40440"
"Leaver Dept.","2021","Male","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Science and Engineering","60","50","35740","32860"
"Leaver Dept.","2021","Male","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Statistics","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Unknown","800","780","37140","32000"
"Leaver Dept.","2021","Male","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Operational Delivery","60","60","27880","24180"
"Leaver Dept.","2021","Male","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Policy","70","70","46120","44090"
"Leaver Dept.","2021","Male","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Unknown","120","110","37870","32000"
"Leaver Dept.","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Operational Delivery","70","60","31250","27100"
"Leaver Dept.","2021","Male","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Unknown","100","100","35300","32000"
"Leaver Dept.","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Operational Delivery","190","190","28410","24130"
"Leaver Dept.","2021","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Policy","250","250","40950","36520"
"Leaver Dept.","2021","Male","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","1420","1220","35730","32000"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Commercial","170","140","38530","36780"
"Leaver Dept.","2022","Female","Heterosexual / straight","Communications","140","120","40190","36810"
"Leaver Dept.","2022","Female","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Counter Fraud","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Digital, Data and Technology","190","170","40540","37000"
"Leaver Dept.","2022","Female","Heterosexual / straight","Economics","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Finance","200","180","39540","35330"
"Leaver Dept.","2022","Female","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Human Resources","350","330","39090","33280"
"Leaver Dept.","2022","Female","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Knowledge and Information Management","130","120","44580","41840"
"Leaver Dept.","2022","Female","Heterosexual / straight","Legal","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Medicine","170","150","76400","83130"
"Leaver Dept.","2022","Female","Heterosexual / straight","Operational Delivery","3910","3640","32010","27570"
"Leaver Dept.","2022","Female","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Other","320","310","29720","27570"
"Leaver Dept.","2022","Female","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Policy","780","700","44560","40050"
"Leaver Dept.","2022","Female","Heterosexual / straight","Project Delivery","200","190","39200","36740"
"Leaver Dept.","2022","Female","Heterosexual / straight","Property","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Science and Engineering","1020","930","38200","36330"
"Leaver Dept.","2022","Female","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Unknown","730","700","44380","38410"
"Leaver Dept.","2022","Female","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Operational Delivery","240","230","31410","27570"
"Leaver Dept.","2022","Female","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Policy","100","80","43710","40050"
"Leaver Dept.","2022","Female","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Science and Engineering","50","50","34830","32560"
"Leaver Dept.","2022","Female","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Unknown","60","60","38970","34880"
"Leaver Dept.","2022","Female","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Commercial","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Communications","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Digital, Data and Technology","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Finance","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Human Resources","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Medicine","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Operational Delivery","470","410","34490","29290"
"Leaver Dept.","2022","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Policy","250","80","45010","41970"
"Leaver Dept.","2022","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Science and Engineering","170","140","39690","39720"
"Leaver Dept.","2022","Female","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Unknown","150","60","42010","35070"
"Leaver Dept.","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Communications","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Knowledge and Information Management","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Medicine","50","50","108400","110420"
"Leaver Dept.","2022","Female","Unknown","Operational Delivery","820","760","34200","27570"
"Leaver Dept.","2022","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Other","80","80","32230","27570"
"Leaver Dept.","2022","Female","Unknown","Policy","160","150","44670","40050"
"Leaver Dept.","2022","Female","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Science and Engineering","260","240","43370","40560"
"Leaver Dept.","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","1450","1250","37500","32000"
"Leaver Dept.","2022","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Commercial","120","110","41330","38080"
"Leaver Dept.","2022","Male","Heterosexual / straight","Communications","90","80","45300","37710"
"Leaver Dept.","2022","Male","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Counter Fraud","40","40","[c]","[c]"
