"Status","Year","Sexual_orientation","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Undeclared","Science and Engineering","110","100","46400","42000"
"Leaver Dept.","2022","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Communications","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Digital, Data and Technology","70","70","40200","37960"
"Leaver Dept.","2022","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","710","690","29630","26790"
"Leaver Dept.","2022","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","100","100","32410","28440"
"Leaver Dept.","2022","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","270","270","44540","40220"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","1550","1450","38190","32000"
"Leaver Dept.","2022","Unknown","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Medicine","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Operational Delivery","340","320","40430","32470"
"Leaver Dept.","2022","Unknown","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Science and Engineering","250","230","45840","42380"
"Leaver Dept.","2022","Unknown","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Unknown","860","680","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Digital, Data and Technology","140","140","42030","38450"
"New entrant CS","2021","Heterosexual / straight","Asian","Economics","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Finance","60","60","37020","34130"
"New entrant CS","2021","Heterosexual / straight","Asian","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Legal","90","90","42210","43920"
"New entrant CS","2021","Heterosexual / straight","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Operational Delivery","620","590","26440","23690"
"New entrant CS","2021","Heterosexual / straight","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Other","80","70","30420","27400"
"New entrant CS","2021","Heterosexual / straight","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Policy","180","180","35420","32790"
"New entrant CS","2021","Heterosexual / straight","Asian","Project Delivery","60","60","35050","34000"
"New entrant CS","2021","Heterosexual / straight","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Science and Engineering","70","70","30460","28590"
"New entrant CS","2021","Heterosexual / straight","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Tax","150","140","22430","20140"
"New entrant CS","2021","Heterosexual / straight","Asian","Unknown","2040","2000","28790","27570"
"New entrant CS","2021","Heterosexual / straight","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Digital, Data and Technology","70","60","40540","39040"
"New entrant CS","2021","Heterosexual / straight","Black","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Finance","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Operational Delivery","500","480","27450","25450"
"New entrant CS","2021","Heterosexual / straight","Black","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Other","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Policy","110","110","34600","33210"
"New entrant CS","2021","Heterosexual / straight","Black","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Science and Engineering","50","50","30920","30000"
"New entrant CS","2021","Heterosexual / straight","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Tax","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Unknown","1410","1390","29000","29290"
"New entrant CS","2021","Heterosexual / straight","Black","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Operational Delivery","270","260","26930","24120"
"New entrant CS","2021","Heterosexual / straight","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Other","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Policy","60","60","33090","32560"
"New entrant CS","2021","Heterosexual / straight","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Unknown","620","610","28090","27570"
"New entrant CS","2021","Heterosexual / straight","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Operational Delivery","70","60","26450","24300"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Unknown","160","160","28840","29290"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Operational Delivery","60","50","26510","23000"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Unknown","120","110","28110","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Operational Delivery","80","70","28730","22850"
"New entrant CS","2021","Heterosexual / straight","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Unknown","60","60","29840","27570"
"New entrant CS","2021","Heterosexual / straight","White","Commercial","220","210","34950","33300"
"New entrant CS","2021","Heterosexual / straight","White","Communications","170","170","36070","32560"
"New entrant CS","2021","Heterosexual / straight","White","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","White","Digital, Data and Technology","660","650","41020","38000"
"New entrant CS","2021","Heterosexual / straight","White","Economics","190","190","32780","31800"
"New entrant CS","2021","Heterosexual / straight","White","Finance","320","310","35730","30830"
"New entrant CS","2021","Heterosexual / straight","White","Human Resources","370","360","33590","28840"
"New entrant CS","2021","Heterosexual / straight","White","Inspector of Education and Training","70","70","64070","70500"
"New entrant CS","2021","Heterosexual / straight","White","Intelligence Analysis","50","50","32700","28700"
"New entrant CS","2021","Heterosexual / straight","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","White","International Trade","60","60","37400","31800"
"New entrant CS","2021","Heterosexual / straight","White","Knowledge and Information Management","100","90","31530","30200"
"New entrant CS","2021","Heterosexual / straight","White","Legal","460","440","43920","48080"
"New entrant CS","2021","Heterosexual / straight","White","Medicine","210","170","49080","37890"
"New entrant CS","2021","Heterosexual / straight","White","Operational Delivery","6910","6660","26270","22920"
"New entrant CS","2021","Heterosexual / straight","White","Operational Research","60","60","33440","33300"
"New entrant CS","2021","Heterosexual / straight","White","Other","1000","980","27290","23450"
"New entrant CS","2021","Heterosexual / straight","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","White","Policy","1290","1280","37450","33570"
"New entrant CS","2021","Heterosexual / straight","White","Project Delivery","640","630","38240","35000"
"New entrant CS","2021","Heterosexual / straight","White","Property","310","300","33590","31040"
"New entrant CS","2021","Heterosexual / straight","White","Psychology","60","60","26010","24620"
"New entrant CS","2021","Heterosexual / straight","White","Science and Engineering","720","680","32890","30000"
"New entrant CS","2021","Heterosexual / straight","White","Security","400","390","26500","23540"
"New entrant CS","2021","Heterosexual / straight","White","Social Research","120","120","33100","32540"
"New entrant CS","2021","Heterosexual / straight","White","Statistics","170","170","34070","31810"
"New entrant CS","2021","Heterosexual / straight","White","Tax","720","710","23290","20140"
"New entrant CS","2021","Heterosexual / straight","White","Unknown","10150","9940","26950","27570"
"New entrant CS","2021","Heterosexual / straight","White","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
